title,label_score,prediksi,probabilitas
binotto puji strategi ferrari di gp italia,0,Bukan Clickbait,0.019587599
superm pilih member paling seksi sampai terlucu baekhyun lagi lagi bikin ngakak,1,Clickbait,0.992834
viral ayah marahi anaknya yang ikut demo tuai pro dan kontra,1,Clickbait,0.9904207
polda riau bongkar perdagangan manusia melalui medsos,0,Bukan Clickbait,0.007095326
ruu pertanahan 2 kementerian belum sepakat pendaftaran tanah,0,Bukan Clickbait,0.007072004
peringati tahun baru islam banyuwangi kembali gelar festival muharam,0,Bukan Clickbait,0.008059314
cita citata ngamuk dicap artis sombong gara gara tolak foto bareng fans,1,Clickbait,0.99214387
klasemen liga italia pekan ketiga inter milan tak terbendung,0,Bukan Clickbait,0.0105425175
china open 2019 kevin marcus dan fajar rian ke perempat final,0,Bukan Clickbait,0.008917316
tni au evakuasi 14 korban dan pengungsi pascarusuh di wamena,0,Bukan Clickbait,0.007372683
sinopsis sinetron anak langit tayang selasa 8 mei 2019,0,Bukan Clickbait,0.008134875
viral video xanana gusmao cium kening bj habibie begini kisahnya,1,Clickbait,0.99485445
kementan kawal penyaluran pupuk bersubsidi,0,Bukan Clickbait,0.006887928
dugaan korupsi kpu rp 12t dilaporkan ke kpk begini rinciannya,1,Clickbait,0.9948231
daftar 23 pemain timnas u 16 untuk kualifikasi piala afc u 16,0,Bukan Clickbait,0.07604435
si cantik kartika berliana siap begadang kawal liga champions dan liga europa di vidio,1,Clickbait,0.9443742
direkam seorang buron pengedar narkoba video ini ungkap sebab kecelakaan innova vs bus mira,1,Clickbait,0.9943639
masyarakat peduli hukum gelar aksi dukung revisi uu kpk di depan istana,0,Bukan Clickbait,0.008163103
begini kronologi pelemparan bus persib bandung,1,Clickbait,0.99498993
video adegan yang dihapus dari versi asli avengers endgame masih bikin nangis,1,Clickbait,0.9915147
iis dahlia kehilangan uang ratusan juta hamish daud bagikan foto ngemong zalina topik pagi,1,Clickbait,0.9925384
gempa m5 6 melanda melonguane sulut tidak berpotensi tsunami,0,Bukan Clickbait,0.00818657
mahasiswa umm kampanyekan diet plastik,0,Bukan Clickbait,0.023680396
nusuk banget protes mulu sudah ngapain aja kamu buat negara ini,1,Clickbait,0.989155
kuliah di london el rumi sudah nyoblos duluan,1,Clickbait,0.5695123
dari niki hingga dewa 19 lineup wowconcert siap maksimalkan music experience kamu,0,Clickbait,0.9901597
ini alasan mkhitaryan tinggalkan arsenal,1,Clickbait,0.9950782
dj katty butterfly kabarkan sang ibunda sakit wajah cantik adik curi perhatian,1,Clickbait,0.9928591
korban kecelakaan nganjuk madiun buronan kasus pil koplo,0,Bukan Clickbait,0.009901485
ada gilang dirga show di jicomfest 2019 siapa lagi yang melucu di hari pertama,1,Clickbait,0.9939697
resep tum ayam khas bali,0,Bukan Clickbait,0.019008178
soal revisi uu kpk 5 warga jakarta ini kompak tidak setuju,1,Clickbait,0.9940427
m nuh sebut bj habibie mulai responsif,0,Bukan Clickbait,0.02276301
organisasi insinyur asean beri penghargaan untuk presiden,0,Bukan Clickbait,0.008184468
de bruyne motori belgia bekuk skotlandia 4 0,0,Bukan Clickbait,0.0093417885
saham perusahaan rokok tumbang bagaimana ihsg hari ini,1,Clickbait,0.9938239
taqy malik mantan salmafina sunan kembangkan bisnisnya dari saffron sampai peternakan,0,Bukan Clickbait,0.18930182
karhutla meluas dpr pemerintah harus berani buka data perusahaan nakal,0,Bukan Clickbait,0.008473633
kemenkeu izinkan dana reboisasi dipakai mengatasi kebakaran hutan,0,Bukan Clickbait,0.0069989255
manchester city punya skuat termahal di eropa,0,Bukan Clickbait,0.056239925
ledakan tabung gas hanguskan komplek perumahan tni 121 kebun lada,0,Bukan Clickbait,0.00772644
telkomsel belum pastikan penggantian paket internet di papua,0,Bukan Clickbait,0.007101762
bumn akan revitalisasi objek wisata ranupani,0,Bukan Clickbait,0.006939275
di balik cantiknya syahrini saat manggung mua cuma memoles area mata,0,Clickbait,0.99248177
unggah foto makan pisang vanessa angel panen hujatan,0,Clickbait,0.9910937
despacito dan senorita booming novita dewi nyanyikan lagu bernuansa latin,1,Bukan Clickbait,0.26332712
tiga asteroid melintas kemarin dan pagi ini bagaimana dampaknya untuk bumi,1,Clickbait,0.99368423
surabayamenggugat jadi trending topic polisi terjunkan 2 000 pasukan gabungan,0,Bukan Clickbait,0.121937
inilah iphone yang paling laris di semester pertama 2019,1,Clickbait,0.994177
spring lagu baru park bom yang rajai tangga lagu dunia,0,Clickbait,0.79387975
pejabat kehutanan meninggal saat presentasi di rapat dengan menhub,0,Bukan Clickbait,0.01153944
7 foto balita baekhyun exo bukti dari kecil sudah punya aura seorang idol,1,Clickbait,0.99472874
tanggapan jokowi usai menpora ditetapkan sebagai tersangka oleh kpk,1,Clickbait,0.979328
pan beberkan janji janji anies baswedan yang belum terlaksana,1,Bukan Clickbait,0.01115872
diselimuti kabut asap 7 penerbangan di bandara syamsuddin noor banjarmasin delay,0,Bukan Clickbait,0.009690216
bea cukai meulaboh amankan 200 ribu batang rokok ilegal,0,Bukan Clickbait,0.0073969825
7 fakta madam shim wanita berpengaruh dicurigai dalang kasus jang ja yeon seungri,1,Clickbait,0.9936493
melonjak nyaris 12 kali lipat perdagangan saham pico dihentikan sementara,0,Bukan Clickbait,0.010096185
bamsoet perbedaan pandangan politik jangan putus tali silaturahmi,0,Bukan Clickbait,0.022955382
antropolog untuk indonesia tolak pelemahan kpk,0,Bukan Clickbait,0.008678143
habibie wafat wagub sumbar indonesia kehilangan negarawan,0,Bukan Clickbait,0.013521605
kasus mafia migas eks bos petral kpk sudah geledah 5 lokasi,0,Bukan Clickbait,0.017241687
honey moon ke swiss reino barack kunjungi pabrik pembuatan jam mewah,0,Bukan Clickbait,0.103056714
preview timnas u 16 vs kepulauan mariana utara hari ini,0,Bukan Clickbait,0.010418487
viral paskibra yatim digantikan anak pejabat bupati anak saya luar biasa,1,Clickbait,0.9869739
warga tiga desa dikerahkan atasi kebakaran lahan di kebun raya sriwijaya,0,Bukan Clickbait,0.007858115
lifter indonesia asah kekuatan jelang sea games,0,Bukan Clickbait,0.010126444
demokrat setuju wacana pembangunan istana presiden di papua,0,Bukan Clickbait,0.009283535
iqbaal ramadhan beber alasan pernah potong botak dandanan nyentrik malah bikin salfok,1,Clickbait,0.99380773
liga 2 peluang persiba balikpapan lolos babak 8 besar kian tipis,0,Bukan Clickbait,0.009302991
eks ajudan saya malu melihat habibie ainun seperti pengantin baru,1,Clickbait,0.7348612
v bts ternyata pernah dekati dan minta nomor ponsel artis veteran ini,1,Clickbait,0.9948837
eks bupati bangkalan fuad amin meninggal,0,Bukan Clickbait,0.010801897
kendaraan tambang diminta gunakan b20,0,Bukan Clickbait,0.0091360165
suharso habibie sudah gerakkan mata dan panggil orang,0,Bukan Clickbait,0.011063027
massa rusuh karena merasa dihalangi bertemu pimpinan kpk,0,Bukan Clickbait,0.045966394
bea cukai rangkul akuntan indonesia tangani proses bisnis lintas negara,0,Bukan Clickbait,0.011589313
warning nunggak bpjs kesehatan bakal nggak diakui sebagai warga negara indonesia,1,Clickbait,0.9867779
mana yang benar 4 atau 5 destinasi super prioritas,1,Clickbait,0.9933876
atalia praratya apresiasi program pencanangan aksi gerakan indonesia bersih,0,Bukan Clickbait,0.011170655
serahkan formulir balon wali kota sekda tangsel tak izin airin,0,Bukan Clickbait,0.007884248
pertamina borong penghargaan kompetisi inovasi di turki,0,Bukan Clickbait,0.006998959
agar selalu terlihat rapi hindari 5 penyebab rambut kusut,1,Clickbait,0.9929766
kemendikbud film gundala menginspirasi dan menggugah,0,Bukan Clickbait,0.0074527487
iuran bpjs naik rs diminta siapkan ruang rawat yang cukup,0,Bukan Clickbait,0.007906072
uea susul saudi gabung koalisi maritim bentukan as,0,Bukan Clickbait,0.008157699
suka menggantungkan tas di lengan seperti ini kepribadianmu,1,Clickbait,0.99430907
pesta miras di kosan 9 muda mudi diamankan polisi,0,Bukan Clickbait,0.011660169
gempa m5 3 guncang papua barat tak berpotensi tsunami,0,Bukan Clickbait,0.0076800957
polisi pasang police line di lahan yang tanahnya keluarkan api,0,Bukan Clickbait,0.008729562
ini tiga sikap jokowi soal revisi uu kpk,1,Clickbait,0.9946622
transjakarta ringsek tabrak separator,0,Bukan Clickbait,0.008207997
hotel riau akan tampung warga terkena dampak kebakaran hutan,0,Bukan Clickbait,0.00726557
kim go eun resmi jadi lawan main lee min ho perankan dua karakter,0,Clickbait,0.77074075
mahasiswa universitas al azhar faisal amir dianiaya polisi sang ibu lapor ke komnas ham,0,Bukan Clickbait,0.014363826
museum sejarah bentoel bukan cagar budaya dan tidak termasuk kategori museum,0,Bukan Clickbait,0.022275923
honda genio gunakan rangka baru apa kelebihannya,1,Clickbait,0.99427116
7 tips belanja online dengan aman agar terhindar dari penipuan hati hati sebelum membeli,1,Clickbait,0.9940556
lima lapangan dan akses jalan menuju gbt dibenahi standar fifa,0,Bukan Clickbait,0.03606815
massa masih bertahan kapolres jakbar temui tokoh warga di slipi,0,Bukan Clickbait,0.008082479
kriss hatta ternyata pacari wanita cantik ini tapi terancam putus gara gara dipenjara,1,Clickbait,0.9933349
saat 10 capim kpk dikunci dengan surat bermeterai ini,1,Clickbait,0.9944581
liga 1 teco dan melvin platje bicara peluang bali united juara,0,Bukan Clickbait,0.030438354
redmi k20 pro exclusive edition dengan rom 512 gb datangi pasar besok,0,Bukan Clickbait,0.095143
anies baswedan sebut ada 210 orang dilarikan ke rs pasca demo mahasiswa di dpr,0,Bukan Clickbait,0.010759902
projo soal revisi uu kpk tidak ada wewenang kpk yang dikurangi,0,Bukan Clickbait,0.010813235
pemahaman pengusaha soal ipo masih rendah,0,Bukan Clickbait,0.023358904
nagita slavina terlalu sering pakai barang mewah harga sandal karet segini dibilang murah,1,Clickbait,0.9927712
prilly latuconsina pernah kerasukan saat syuting danur 3 sunyaruri akui malah ketagihan,1,Clickbait,0.9786321
gm tractors optimis penjualan naik hingga 20 tahun ini,0,Bukan Clickbait,0.008260562
wagub jabar pasar modal syariah harus gandeng kiai,0,Bukan Clickbait,0.008333831
mendikbud minta guru di daerah asap tetap bimbing siswa,0,Bukan Clickbait,0.009053544
menebak kepribadian lewat batu permata kamu sebening berlian atau segelap kecubung,1,Clickbait,0.9924676
bersabarlah ini 10 tanda pasangan selingkuh di belakangmu,1,Clickbait,0.9946516
as roda bermasalah penjualan jeep gladiator disetop sementara,0,Bukan Clickbait,0.008837262
barbie kumalasari tak penuhi pemeriksaan kepolisian begini penjelasan pengacaranya,1,Clickbait,0.99502593
jasa marga polda metro jaya akan pasang kamera etle di tol,0,Bukan Clickbait,0.007105479
daftar top skor liga inggris tammy abraham samai aguero,1,Bukan Clickbait,0.28579417
viral selfie di makam bj habibie bagaimana hukumnya dalam islam,1,Clickbait,0.9943376
bianca andreescu jadi nama jalan di kota kelahirannya,0,Bukan Clickbait,0.07791285
kpk panggil sekretaris direktur pemasaran ptpn iii di kasus distribusi gula,0,Bukan Clickbait,0.0072892117
menteri rini rombak lagi direksi bumn verdi budidarmo jadi dirut kimia farma,0,Bukan Clickbait,0.021070713
jokowi terima penghargaan dari organisasi insinyur se asean,0,Bukan Clickbait,0.008866476
pimpinan kpk akan lantik dua pejabat baru,0,Bukan Clickbait,0.0084313
viral bayi perempuan ini diberi kopi karena orangtua tak mampu beli susu,1,Clickbait,0.9943309
luhut pandjaitan bantah industri tekstil tertekan,0,Bukan Clickbait,0.008459079
kang daniel ajukan penangguhan kontrak lawan agensi di pengadilan,0,Bukan Clickbait,0.014782921
hilangnya independensi pb pmii,0,Bukan Clickbait,0.009083238
kapolri dan panglima tni datangi lokasi rusuh di slipi,0,Bukan Clickbait,0.0071110846
kini tak wajib ditayangkan berikut adegan film g30s pki yang diduga tak akurat,1,Clickbait,0.99181503
pematangan anggaran pemindahan ibu kota selesai di akhir tahun,0,Bukan Clickbait,0.008419432
liga 1 persib bandung daftarkan ilham qolba dan mario jardel,0,Bukan Clickbait,0.009604974
pendukung jokowi ngaku diculik di masjid ini bantahan pihak dkm,1,Clickbait,0.9934458
oktober band cadas burgerkill gelar tur 16 kota di amerika serikat,0,Bukan Clickbait,0.03889221
dalangi pengaturan skor petenis brasil kena hukuman seumur hidup,0,Bukan Clickbait,0.023700574
nasihat bj habibie tentang pengetahuan dan cinta,1,Clickbait,0.96649253
penurunan suku bunga diprediksi membuat ihsg rebound,0,Bukan Clickbait,0.010785346
ini modal desa kutuh bisa raup puluhan miliar rupiah,1,Clickbait,0.9940965
festival pesona bahari raja ampat ada burung cenderawasih,0,Bukan Clickbait,0.009960658
anies bj habibie akan menjadi contoh bagi anak bangsa,0,Bukan Clickbait,0.012443037
berikan pendampingan keluarga kemen pppa kembangkan puspaga,0,Bukan Clickbait,0.007682483
sebab tinggi meja loket jangan lebih dari 1 meter,1,Clickbait,0.9884044
makanan ini berbahaya bila dikonsumsi mentah cek sebabnya,1,Clickbait,0.99437225
ahli fengshui prediksikan bulan baik bagi pernikahan jessica iskandar dan richard kyle,1,Clickbait,0.8186649
anggota komisi iii dpr ngaku dilobi pendukung capim kpk tapi tak terima,0,Clickbait,0.96898156
kpk cegah ketua fraksi golkar dpr melchias markus mekeng berpergian ke luar negeri,0,Bukan Clickbait,0.010886183
ketua kpk ke pegawainya ikhtiar kamu melawan korupsi tidak boleh berhenti,1,Clickbait,0.9028341
atta halilintar akhirnya bongkar awal pertemuan dengan bebby fey bantah lakukan pelecehan,1,Clickbait,0.9888531
resmi diluncurkan ini gebrakan baru di festival film indonesia 2019,1,Clickbait,0.9933189
maia cantik berhijab umroh bareng suami pakai jet pribadi baru syahrini diledek kejang kejang,1,Clickbait,0.9915064
modus pencucian kayu ilegal,0,Bukan Clickbait,0.028471174
asap masih pekat pemkot pekanbaru liburkan pns hamil,0,Bukan Clickbait,0.010632203
universitas al azhar bentuk tim investigasi usai mahasiswanya kritis pasca demo dpr,0,Bukan Clickbait,0.008120606
mau beralih ke make up halal namun masih bingung memilihnya yuk ikuti 7 tips mudah berikut,1,Clickbait,0.9940252
begini cara mengenal saus cabai berkualitas,1,Clickbait,0.99491936
netizen sebut superm jadi proyek hidup dan mati sm entertainment di amerika setuju,1,Clickbait,0.97323304
mobil listrik suv mazda akan meluncur di tokyo motor show 2019,0,Bukan Clickbait,0.010707488
kkp reklamasi harus berpihak pada kepentingan masyarakat,0,Bukan Clickbait,0.0073081898
trending topic siswa smkn 7 medan minta keadilan polantas malah kabur,1,Clickbait,0.9720824
pemerintah bakal kuasai 95 9 persen saham tuban petro,0,Bukan Clickbait,0.007012357
liga 1 pekan ke 18 usai hasil lengkap klasemen top skor,0,Bukan Clickbait,0.010255376
air pdam mampet 4 hari risma kalau nggak gitu telkom bisa blackout,0,Clickbait,0.6955629
sinopsis drama big episode 3 cinta pandangan pertama gong yoo lee min jung,0,Bukan Clickbait,0.010958987
kemenpora beri penghargaan kepada atlet berprestasi mantanatlet wasit hingga pembina olahraga,0,Bukan Clickbait,0.0074886717
psikolog anak tak setuju kpi beri sanksi untuk tayangan spongebob squarepants ini alasannya,1,Clickbait,0.9947024
bomber chelsea jadi korban rasial sang ibu merasa terpukul,1,Clickbait,0.74265945
syahrini dimarahi fans soal pakai sepatu hak tinggi diingatkan jaga calon bayi,1,Clickbait,0.9907087
rossi dan marquez bersitegang lagi di gp san marino,0,Bukan Clickbait,0.02043698
mitra binaan terminal bbm pertamina boyolali berdayakan kaum difabel,0,Bukan Clickbait,0.0072937263
kebakaran hutan gunung ciremai hanguskan 150 hektare lahan,0,Bukan Clickbait,0.0074197883
jokowi bagikan buku ke ratusan anak di pekanbaru,0,Bukan Clickbait,0.010390202
polisi dalami transaksi keuangan dari rekening veronica koman,0,Bukan Clickbait,0.008186133
kembangkan digitalisasi bisnis pariwisata kemenpar teken mou dengan blibli com,0,Bukan Clickbait,0.00804407
cerita petugas bpbd banyumas 24 jam kirim bantuan air bersih,1,Clickbait,0.81979364
as sanksi menteri keamanan zimbabwe,0,Bukan Clickbait,0.011860679
pengusaha ajukan nama calon menteri ke jokowi ini daftarnya,1,Clickbait,0.9946525
dhea imut setuju dengan aksi demo mahasiswa sahila hisyam malah ngaku terganggu,1,Clickbait,0.9647299
81 proyek strategis nasional senilai rp 390 triliun rampung,0,Bukan Clickbait,0.010260343
pria 65 tahun tabrakan diri ke krl di stasiun sudimara,0,Bukan Clickbait,0.024469312
persiapan mepet rina mubal arum tetap hadirkan koleksi glamour di ifw 2019,0,Clickbait,0.8992617
okie agustina satukan visi dengan jims honey di miss earth 2019,0,Bukan Clickbait,0.021048738
serangan drone ke fasilitas minyak aramco jadi sentimen utama bursa,0,Bukan Clickbait,0.016596649
hambat investasi sofyan djalil batalkan rencana pajak progresif tanah,0,Bukan Clickbait,0.0072119897
dpr sebut aksi pelajar turun ke jalan hanya demi salurkan hasrat tawuran,0,Bukan Clickbait,0.010813746
airlangga hartarto kenang bj habibie yang kuasai ilmu politik,0,Bukan Clickbait,0.13749613
patah tulang hingga tengkorak retak begini kondisi terkini mahasiswa korban demo,1,Clickbait,0.99521893
pelajar di makassar yang diamankan saat ingin demo masih di polda,0,Bukan Clickbait,0.041947763
tradisi fitri handayani bersedekah jelang ulang tahun suami,0,Clickbait,0.9650232
anies wisata olahraga berikan manfaat ekonomi masyarakat jakarta,0,Bukan Clickbait,0.01496649
minecraft capai rekor 112 juta pemain,0,Bukan Clickbait,0.0141114695
gandeng investor lokal pemkot malang rancang pembangunan lrt,0,Bukan Clickbait,0.008182583
taufik hidayat ungkap pesan bj habibie ke tim piala thomas 1998,0,Bukan Clickbait,0.0145945735
dpr minta polri telusuri aliran dana ke rekening veronica koman,0,Bukan Clickbait,0.0074045416
capim kpk sigit danang dukung revisi uu kpk,0,Bukan Clickbait,0.007705835
indonesia tak terima dituding penyebab asap di malaysia,0,Bukan Clickbait,0.017406171
mason greenwood tampil bagus keyakinan solskjaer tambah kuat,0,Clickbait,0.53046083
dosen umy ikuti demo gejayan memanggil jilid 2 ini alasannya,1,Clickbait,0.99479985
menengok pantai mustika banyuwangi,0,Bukan Clickbait,0.02077379
aspirasi tokoh papua pak jokowi generasi muda kami jangan dihukum,0,Bukan Clickbait,0.13613357
komnas ham minta aparat keamanan tak gunakan kekerasan saat kawal demo mahasiswa,0,Bukan Clickbait,0.007591033
peta jalan industri fintech syariah ditargetkan selesai pada 2020,0,Bukan Clickbait,0.008761707
viral potongan gambar wirda mansur diberi kitab qurrotil uyyun ternyata,1,Clickbait,0.99274147
endgame jadi aksi pamungkas avengers begini kelanjutan marvel cinematic universe,1,Clickbait,0.9948932
59 pns terjaring operasi patuh jaya di tangsel,0,Bukan Clickbait,0.008483398
pengakuan bos investasi bodong mojokerto yang rugikan korban hingga rp 7 m,0,Bukan Clickbait,0.32711622
prediksi liga 1 bhayangkara fc vs bali united,0,Bukan Clickbait,0.008955035
pan harus ada tiga unsur di dewan pengawas kpk,0,Bukan Clickbait,0.007816477
korut diprediksi punya 40 hulu ledak nuklir tahun depan,0,Bukan Clickbait,0.009942842
kemendagri tolak usulan tenaga ahli untuk setiap anggota dprd dki,0,Bukan Clickbait,0.007076043
joker dinobatkan jadi film terbaik di festival film venesia,0,Bukan Clickbait,0.019117245
tamara bleszynski ungkap perasaan miris karena gelandangan bakal dikenai denda hingga ramai dipuji,1,Clickbait,0.99352115
irene red velvet secantik boneka di event terbaru anting anting jadi sorotan,1,Clickbait,0.99285674
budi waseso ancam bongkar kejahatan penyaluran bantuan non tunai,0,Bukan Clickbait,0.007157697
menko luhut masyarakat nias harus siapkan diri sambut wisatawan,0,Bukan Clickbait,0.007877374
samsung galaxy a50s dirilis di indonesia ini spek dan harganya,1,Clickbait,0.994888
bj habibie akan dikebumikan di samping makam ainun di tmp kalibata,0,Bukan Clickbait,0.008848309
speed boat terbalik di klungkung dua turis asing meninggal,0,Bukan Clickbait,0.013833959
wamena rusuh polisi knpb berbaju seragam sma susupi aksi pelajar,0,Bukan Clickbait,0.017745199
menristekdikti cari industri untuk kembangkan mobil listrik,0,Bukan Clickbait,0.0072788373
kak seto habibie presiden yang mau mendongeng untuk anak,0,Bukan Clickbait,0.31567085
mengintip rapat pembunuh bayaran dengan tuannya,1,Clickbait,0.8226651
drone as tewaskan 30 petani dan buruh tani di afganistan,0,Bukan Clickbait,0.0112866685
banding ditolak hak politik eks bupati katingan dicabut hakim,0,Bukan Clickbait,0.010760501
farhat abbas pamer foto lawas samakan hotman paris seperti seekor monyet,1,Clickbait,0.97607917
