title,label_score,prediksi,probabilitas
miley cyrus diduga sindir mantan gara gara posting foto bareng anjing,1,Clickbait,0.98033994
kebakaran hutan bnpb hitung kerugian ekosistem hingga ekonomi,0,Bukan Clickbait,0.0048669367
menelisik mudahnya dapatkan racikan miras oplosan di tasik,0,Clickbait,0.88178587
gubernur kalbar penyumbang kabut asap terbesar dari lahan konsesi perusahaan,0,Bukan Clickbait,0.0036585531
anaknya menjadi korban rasisme ibu striker chelsea menangis,1,Bukan Clickbait,0.21196324
pkb pesimistis koalisi gemuk bisa dibentuk untuk lawan pks di pilkada depok,0,Bukan Clickbait,0.0032131763
bpjs kesehatan raih penghargaan revolusi mental awards 2019,0,Bukan Clickbait,0.0028135893
komisioner kpk mengapa pembahasan revisi uu kpk dikebut,1,Clickbait,0.50306004
pusdiklat ma gandeng lspr bangun profesi humas terpercaya,0,Bukan Clickbait,0.0023357372
seksinya red velvet kompak pakai mini dress hingga busana monokrom,1,Clickbait,0.9972193
peringkat timnas futsal indonesia melejit,0,Bukan Clickbait,0.056948803
grup keuangan korsel guyur rp350 55 miliar ke indonesia,0,Bukan Clickbait,0.002596707
bus tabrak pemotor hingga meninggal di sragen,0,Bukan Clickbait,0.0056930794
ihsg diprediksi 6 650 hingga akhir tahun,0,Bukan Clickbait,0.0024957494
ratusan mahasiswa surabaya dukung revisi uu kpk,0,Bukan Clickbait,0.022524826
fakta unik member nct dream ada si perusak dan tukang tidur,1,Clickbait,0.99788505
ilmuwan mendeteksi suara lubang hitam sejalan teori einstein,0,Bukan Clickbait,0.16128676
digital inklusif lewat startup bisa atasi permasalahan ketimpangan ekonomi di jabar,0,Bukan Clickbait,0.006672733
penyakit ispa akibat kabut asap serang 16 000 warga kota jambi,0,Bukan Clickbait,0.016869854
furry setya ternyata sempat ditolak saat tembak dwinda ratna ini ucapan yang diterima mas pur,1,Clickbait,0.9979109
inikah sosok nissan x trail masa depan lebih kencang dari tesla,1,Clickbait,0.9977708
bocah tewas diduga dibuly sang ibu ungkap keinginan terakhir anaknya belum sempat dimainkan,1,Clickbait,0.9320895
prosinecki batalkan mundur dari timnas bosnia,0,Bukan Clickbait,0.013527082
binotto puji strategi ferrari di gp italia,0,Bukan Clickbait,0.008935311
superm pilih member paling seksi sampai terlucu baekhyun lagi lagi bikin ngakak,1,Clickbait,0.99786323
viral ayah marahi anaknya yang ikut demo tuai pro dan kontra,1,Clickbait,0.99790716
polda riau bongkar perdagangan manusia melalui medsos,0,Bukan Clickbait,0.0026685123
ruu pertanahan 2 kementerian belum sepakat pendaftaran tanah,0,Bukan Clickbait,0.0025843878
peringati tahun baru islam banyuwangi kembali gelar festival muharam,0,Bukan Clickbait,0.012103693
cita citata ngamuk dicap artis sombong gara gara tolak foto bareng fans,1,Clickbait,0.99792814
klasemen liga italia pekan ketiga inter milan tak terbendung,0,Bukan Clickbait,0.0040268474
china open 2019 kevin marcus dan fajar rian ke perempat final,0,Bukan Clickbait,0.0041688685
tni au evakuasi 14 korban dan pengungsi pascarusuh di wamena,0,Bukan Clickbait,0.002394929
sinopsis sinetron anak langit tayang selasa 8 mei 2019,0,Bukan Clickbait,0.0030750642
viral video xanana gusmao cium kening bj habibie begini kisahnya,1,Clickbait,0.9978744
kementan kawal penyaluran pupuk bersubsidi,0,Bukan Clickbait,0.002338611
dugaan korupsi kpu rp 12t dilaporkan ke kpk begini rinciannya,1,Clickbait,0.99703693
daftar 23 pemain timnas u 16 untuk kualifikasi piala afc u 16,0,Clickbait,0.98400635
si cantik kartika berliana siap begadang kawal liga champions dan liga europa di vidio,1,Clickbait,0.9844424
direkam seorang buron pengedar narkoba video ini ungkap sebab kecelakaan innova vs bus mira,1,Clickbait,0.9978072
masyarakat peduli hukum gelar aksi dukung revisi uu kpk di depan istana,0,Bukan Clickbait,0.002450171
begini kronologi pelemparan bus persib bandung,1,Clickbait,0.99790573
video adegan yang dihapus dari versi asli avengers endgame masih bikin nangis,1,Clickbait,0.99789494
iis dahlia kehilangan uang ratusan juta hamish daud bagikan foto ngemong zalina topik pagi,1,Clickbait,0.9979273
gempa m5 6 melanda melonguane sulut tidak berpotensi tsunami,0,Bukan Clickbait,0.0027305668
mahasiswa umm kampanyekan diet plastik,0,Bukan Clickbait,0.011016641
nusuk banget protes mulu sudah ngapain aja kamu buat negara ini,1,Clickbait,0.9979328
kuliah di london el rumi sudah nyoblos duluan,1,Bukan Clickbait,0.12515512
dari niki hingga dewa 19 lineup wowconcert siap maksimalkan music experience kamu,0,Clickbait,0.99781346
ini alasan mkhitaryan tinggalkan arsenal,1,Clickbait,0.99774086
dj katty butterfly kabarkan sang ibunda sakit wajah cantik adik curi perhatian,1,Clickbait,0.9950837
korban kecelakaan nganjuk madiun buronan kasus pil koplo,0,Bukan Clickbait,0.009623098
ada gilang dirga show di jicomfest 2019 siapa lagi yang melucu di hari pertama,1,Clickbait,0.9979096
resep tum ayam khas bali,0,Bukan Clickbait,0.3820551
soal revisi uu kpk 5 warga jakarta ini kompak tidak setuju,1,Clickbait,0.9978434
m nuh sebut bj habibie mulai responsif,0,Bukan Clickbait,0.18798071
organisasi insinyur asean beri penghargaan untuk presiden,0,Bukan Clickbait,0.0073994272
de bruyne motori belgia bekuk skotlandia 4 0,0,Bukan Clickbait,0.0045375032
saham perusahaan rokok tumbang bagaimana ihsg hari ini,1,Clickbait,0.9974986
taqy malik mantan salmafina sunan kembangkan bisnisnya dari saffron sampai peternakan,0,Clickbait,0.620954
karhutla meluas dpr pemerintah harus berani buka data perusahaan nakal,0,Bukan Clickbait,0.0030191534
kemenkeu izinkan dana reboisasi dipakai mengatasi kebakaran hutan,0,Bukan Clickbait,0.0025355502
manchester city punya skuat termahal di eropa,0,Bukan Clickbait,0.15684438
ledakan tabung gas hanguskan komplek perumahan tni 121 kebun lada,0,Bukan Clickbait,0.0023975063
telkomsel belum pastikan penggantian paket internet di papua,0,Bukan Clickbait,0.0026158441
bumn akan revitalisasi objek wisata ranupani,0,Bukan Clickbait,0.0025558672
di balik cantiknya syahrini saat manggung mua cuma memoles area mata,0,Clickbait,0.9820495
unggah foto makan pisang vanessa angel panen hujatan,0,Clickbait,0.99786216
despacito dan senorita booming novita dewi nyanyikan lagu bernuansa latin,1,Clickbait,0.9873469
tiga asteroid melintas kemarin dan pagi ini bagaimana dampaknya untuk bumi,1,Clickbait,0.99783236
surabayamenggugat jadi trending topic polisi terjunkan 2 000 pasukan gabungan,0,Bukan Clickbait,0.07106512
inilah iphone yang paling laris di semester pertama 2019,1,Clickbait,0.9979013
spring lagu baru park bom yang rajai tangga lagu dunia,0,Bukan Clickbait,0.27397874
pejabat kehutanan meninggal saat presentasi di rapat dengan menhub,0,Bukan Clickbait,0.018422123
7 foto balita baekhyun exo bukti dari kecil sudah punya aura seorang idol,1,Clickbait,0.9977859
tanggapan jokowi usai menpora ditetapkan sebagai tersangka oleh kpk,1,Bukan Clickbait,0.12770829
pan beberkan janji janji anies baswedan yang belum terlaksana,1,Bukan Clickbait,0.037702248
diselimuti kabut asap 7 penerbangan di bandara syamsuddin noor banjarmasin delay,0,Bukan Clickbait,0.0030764462
bea cukai meulaboh amankan 200 ribu batang rokok ilegal,0,Bukan Clickbait,0.043369763
7 fakta madam shim wanita berpengaruh dicurigai dalang kasus jang ja yeon seungri,1,Clickbait,0.9978309
melonjak nyaris 12 kali lipat perdagangan saham pico dihentikan sementara,0,Bukan Clickbait,0.033085473
bamsoet perbedaan pandangan politik jangan putus tali silaturahmi,0,Clickbait,0.8181737
antropolog untuk indonesia tolak pelemahan kpk,0,Bukan Clickbait,0.11451691
habibie wafat wagub sumbar indonesia kehilangan negarawan,0,Bukan Clickbait,0.01844381
kasus mafia migas eks bos petral kpk sudah geledah 5 lokasi,0,Bukan Clickbait,0.016433263
honey moon ke swiss reino barack kunjungi pabrik pembuatan jam mewah,0,Bukan Clickbait,0.028870659
preview timnas u 16 vs kepulauan mariana utara hari ini,0,Bukan Clickbait,0.007325964
viral paskibra yatim digantikan anak pejabat bupati anak saya luar biasa,1,Clickbait,0.9977679
warga tiga desa dikerahkan atasi kebakaran lahan di kebun raya sriwijaya,0,Bukan Clickbait,0.003092031
lifter indonesia asah kekuatan jelang sea games,0,Bukan Clickbait,0.023758674
demokrat setuju wacana pembangunan istana presiden di papua,0,Bukan Clickbait,0.010544637
iqbaal ramadhan beber alasan pernah potong botak dandanan nyentrik malah bikin salfok,1,Clickbait,0.99784625
liga 2 peluang persiba balikpapan lolos babak 8 besar kian tipis,0,Bukan Clickbait,0.010007593
eks ajudan saya malu melihat habibie ainun seperti pengantin baru,1,Bukan Clickbait,0.3265999
v bts ternyata pernah dekati dan minta nomor ponsel artis veteran ini,1,Clickbait,0.9979601
eks bupati bangkalan fuad amin meninggal,0,Bukan Clickbait,0.011343256
kendaraan tambang diminta gunakan b20,0,Bukan Clickbait,0.0026180618
suharso habibie sudah gerakkan mata dan panggil orang,0,Bukan Clickbait,0.027756501
massa rusuh karena merasa dihalangi bertemu pimpinan kpk,0,Bukan Clickbait,0.027418882
bea cukai rangkul akuntan indonesia tangani proses bisnis lintas negara,0,Bukan Clickbait,0.0060255094
warning nunggak bpjs kesehatan bakal nggak diakui sebagai warga negara indonesia,1,Bukan Clickbait,0.24108313
mana yang benar 4 atau 5 destinasi super prioritas,1,Clickbait,0.9976973
atalia praratya apresiasi program pencanangan aksi gerakan indonesia bersih,0,Bukan Clickbait,0.0046203905
serahkan formulir balon wali kota sekda tangsel tak izin airin,0,Bukan Clickbait,0.011608129
pertamina borong penghargaan kompetisi inovasi di turki,0,Bukan Clickbait,0.002849686
agar selalu terlihat rapi hindari 5 penyebab rambut kusut,1,Clickbait,0.99790883
kemendikbud film gundala menginspirasi dan menggugah,0,Bukan Clickbait,0.0024651403
iuran bpjs naik rs diminta siapkan ruang rawat yang cukup,0,Bukan Clickbait,0.00294159
uea susul saudi gabung koalisi maritim bentukan as,0,Bukan Clickbait,0.002381008
suka menggantungkan tas di lengan seperti ini kepribadianmu,1,Clickbait,0.99789125
pesta miras di kosan 9 muda mudi diamankan polisi,0,Bukan Clickbait,0.28064758
gempa m5 3 guncang papua barat tak berpotensi tsunami,0,Bukan Clickbait,0.0028689888
polisi pasang police line di lahan yang tanahnya keluarkan api,0,Bukan Clickbait,0.0039757253
ini tiga sikap jokowi soal revisi uu kpk,1,Clickbait,0.9979163
transjakarta ringsek tabrak separator,0,Bukan Clickbait,0.0025443765
hotel riau akan tampung warga terkena dampak kebakaran hutan,0,Bukan Clickbait,0.015361353
kim go eun resmi jadi lawan main lee min ho perankan dua karakter,0,Bukan Clickbait,0.25652283
mahasiswa universitas al azhar faisal amir dianiaya polisi sang ibu lapor ke komnas ham,0,Bukan Clickbait,0.17468555
museum sejarah bentoel bukan cagar budaya dan tidak termasuk kategori museum,0,Bukan Clickbait,0.006760699
honda genio gunakan rangka baru apa kelebihannya,1,Clickbait,0.9977996
7 tips belanja online dengan aman agar terhindar dari penipuan hati hati sebelum membeli,1,Clickbait,0.9977053
lima lapangan dan akses jalan menuju gbt dibenahi standar fifa,0,Bukan Clickbait,0.01163771
massa masih bertahan kapolres jakbar temui tokoh warga di slipi,0,Bukan Clickbait,0.013837804
kriss hatta ternyata pacari wanita cantik ini tapi terancam putus gara gara dipenjara,1,Clickbait,0.99792707
saat 10 capim kpk dikunci dengan surat bermeterai ini,1,Clickbait,0.99786335
liga 1 teco dan melvin platje bicara peluang bali united juara,0,Bukan Clickbait,0.021750743
redmi k20 pro exclusive edition dengan rom 512 gb datangi pasar besok,0,Bukan Clickbait,0.0045619477
anies baswedan sebut ada 210 orang dilarikan ke rs pasca demo mahasiswa di dpr,0,Bukan Clickbait,0.023748484
projo soal revisi uu kpk tidak ada wewenang kpk yang dikurangi,0,Bukan Clickbait,0.014873442
pemahaman pengusaha soal ipo masih rendah,0,Bukan Clickbait,0.0023779948
nagita slavina terlalu sering pakai barang mewah harga sandal karet segini dibilang murah,1,Clickbait,0.9979215
prilly latuconsina pernah kerasukan saat syuting danur 3 sunyaruri akui malah ketagihan,1,Clickbait,0.9979558
gm tractors optimis penjualan naik hingga 20 tahun ini,0,Bukan Clickbait,0.0057246857
wagub jabar pasar modal syariah harus gandeng kiai,0,Bukan Clickbait,0.0062152995
mendikbud minta guru di daerah asap tetap bimbing siswa,0,Bukan Clickbait,0.0027670327
menebak kepribadian lewat batu permata kamu sebening berlian atau segelap kecubung,1,Clickbait,0.53648126
bersabarlah ini 10 tanda pasangan selingkuh di belakangmu,1,Clickbait,0.99779046
as roda bermasalah penjualan jeep gladiator disetop sementara,0,Bukan Clickbait,0.008563308
barbie kumalasari tak penuhi pemeriksaan kepolisian begini penjelasan pengacaranya,1,Clickbait,0.9979538
jasa marga polda metro jaya akan pasang kamera etle di tol,0,Bukan Clickbait,0.0024156638
daftar top skor liga inggris tammy abraham samai aguero,1,Clickbait,0.969913
viral selfie di makam bj habibie bagaimana hukumnya dalam islam,1,Clickbait,0.9978738
bianca andreescu jadi nama jalan di kota kelahirannya,0,Bukan Clickbait,0.39042285
kpk panggil sekretaris direktur pemasaran ptpn iii di kasus distribusi gula,0,Bukan Clickbait,0.0024884855
menteri rini rombak lagi direksi bumn verdi budidarmo jadi dirut kimia farma,0,Bukan Clickbait,0.06259242
jokowi terima penghargaan dari organisasi insinyur se asean,0,Bukan Clickbait,0.0075492095
pimpinan kpk akan lantik dua pejabat baru,0,Bukan Clickbait,0.007638378
viral bayi perempuan ini diberi kopi karena orangtua tak mampu beli susu,1,Clickbait,0.9978765
luhut pandjaitan bantah industri tekstil tertekan,0,Bukan Clickbait,0.0031094102
kang daniel ajukan penangguhan kontrak lawan agensi di pengadilan,0,Bukan Clickbait,0.05238809
hilangnya independensi pb pmii,0,Bukan Clickbait,0.010708477
kapolri dan panglima tni datangi lokasi rusuh di slipi,0,Bukan Clickbait,0.003735374
kini tak wajib ditayangkan berikut adegan film g30s pki yang diduga tak akurat,1,Clickbait,0.9226667
pematangan anggaran pemindahan ibu kota selesai di akhir tahun,0,Bukan Clickbait,0.002683672
liga 1 persib bandung daftarkan ilham qolba dan mario jardel,0,Bukan Clickbait,0.12724021
pendukung jokowi ngaku diculik di masjid ini bantahan pihak dkm,1,Clickbait,0.99563605
oktober band cadas burgerkill gelar tur 16 kota di amerika serikat,0,Bukan Clickbait,0.07586555
dalangi pengaturan skor petenis brasil kena hukuman seumur hidup,0,Clickbait,0.9421426
nasihat bj habibie tentang pengetahuan dan cinta,1,Clickbait,0.7868303
penurunan suku bunga diprediksi membuat ihsg rebound,0,Bukan Clickbait,0.0025069856
ini modal desa kutuh bisa raup puluhan miliar rupiah,1,Clickbait,0.9979608
festival pesona bahari raja ampat ada burung cenderawasih,0,Bukan Clickbait,0.07839442
anies bj habibie akan menjadi contoh bagi anak bangsa,0,Bukan Clickbait,0.16098033
berikan pendampingan keluarga kemen pppa kembangkan puspaga,0,Bukan Clickbait,0.009367901
sebab tinggi meja loket jangan lebih dari 1 meter,1,Clickbait,0.98961884
makanan ini berbahaya bila dikonsumsi mentah cek sebabnya,1,Clickbait,0.9977412
ahli fengshui prediksikan bulan baik bagi pernikahan jessica iskandar dan richard kyle,1,Bukan Clickbait,0.26489326
anggota komisi iii dpr ngaku dilobi pendukung capim kpk tapi tak terima,0,Bukan Clickbait,0.3742005
kpk cegah ketua fraksi golkar dpr melchias markus mekeng berpergian ke luar negeri,0,Bukan Clickbait,0.008347371
ketua kpk ke pegawainya ikhtiar kamu melawan korupsi tidak boleh berhenti,1,Bukan Clickbait,0.016739452
atta halilintar akhirnya bongkar awal pertemuan dengan bebby fey bantah lakukan pelecehan,1,Clickbait,0.9954672
resmi diluncurkan ini gebrakan baru di festival film indonesia 2019,1,Clickbait,0.99604994
maia cantik berhijab umroh bareng suami pakai jet pribadi baru syahrini diledek kejang kejang,1,Clickbait,0.99773455
modus pencucian kayu ilegal,0,Bukan Clickbait,0.058548056
asap masih pekat pemkot pekanbaru liburkan pns hamil,0,Bukan Clickbait,0.0024912285
universitas al azhar bentuk tim investigasi usai mahasiswanya kritis pasca demo dpr,0,Bukan Clickbait,0.017187554
mau beralih ke make up halal namun masih bingung memilihnya yuk ikuti 7 tips mudah berikut,1,Clickbait,0.9978004
begini cara mengenal saus cabai berkualitas,1,Clickbait,0.99777323
netizen sebut superm jadi proyek hidup dan mati sm entertainment di amerika setuju,1,Clickbait,0.98161924
mobil listrik suv mazda akan meluncur di tokyo motor show 2019,0,Bukan Clickbait,0.007914372
kkp reklamasi harus berpihak pada kepentingan masyarakat,0,Bukan Clickbait,0.002846877
trending topic siswa smkn 7 medan minta keadilan polantas malah kabur,1,Clickbait,0.9835955
pemerintah bakal kuasai 95 9 persen saham tuban petro,0,Bukan Clickbait,0.005847593
liga 1 pekan ke 18 usai hasil lengkap klasemen top skor,0,Bukan Clickbait,0.002664604
air pdam mampet 4 hari risma kalau nggak gitu telkom bisa blackout,0,Bukan Clickbait,0.29454678
sinopsis drama big episode 3 cinta pandangan pertama gong yoo lee min jung,0,Bukan Clickbait,0.0025543591
kemenpora beri penghargaan kepada atlet berprestasi mantanatlet wasit hingga pembina olahraga,0,Bukan Clickbait,0.03202134
psikolog anak tak setuju kpi beri sanksi untuk tayangan spongebob squarepants ini alasannya,1,Clickbait,0.9979638
bomber chelsea jadi korban rasial sang ibu merasa terpukul,1,Clickbait,0.5029636
syahrini dimarahi fans soal pakai sepatu hak tinggi diingatkan jaga calon bayi,1,Clickbait,0.99003255
rossi dan marquez bersitegang lagi di gp san marino,0,Bukan Clickbait,0.051147565
mitra binaan terminal bbm pertamina boyolali berdayakan kaum difabel,0,Bukan Clickbait,0.012962147
kebakaran hutan gunung ciremai hanguskan 150 hektare lahan,0,Bukan Clickbait,0.0026338364
jokowi bagikan buku ke ratusan anak di pekanbaru,0,Bukan Clickbait,0.035586737
polisi dalami transaksi keuangan dari rekening veronica koman,0,Bukan Clickbait,0.0031441553
kembangkan digitalisasi bisnis pariwisata kemenpar teken mou dengan blibli com,0,Bukan Clickbait,0.0024071375
cerita petugas bpbd banyumas 24 jam kirim bantuan air bersih,1,Clickbait,0.98627704
as sanksi menteri keamanan zimbabwe,0,Bukan Clickbait,0.0035724046
pengusaha ajukan nama calon menteri ke jokowi ini daftarnya,1,Clickbait,0.9977204
dhea imut setuju dengan aksi demo mahasiswa sahila hisyam malah ngaku terganggu,1,Clickbait,0.9963019
81 proyek strategis nasional senilai rp 390 triliun rampung,0,Bukan Clickbait,0.0026335719
pria 65 tahun tabrakan diri ke krl di stasiun sudimara,0,Bukan Clickbait,0.022744684
persiapan mepet rina mubal arum tetap hadirkan koleksi glamour di ifw 2019,0,Bukan Clickbait,0.09642358
okie agustina satukan visi dengan jims honey di miss earth 2019,0,Bukan Clickbait,0.12825537
serangan drone ke fasilitas minyak aramco jadi sentimen utama bursa,0,Bukan Clickbait,0.005073117
hambat investasi sofyan djalil batalkan rencana pajak progresif tanah,0,Bukan Clickbait,0.002744441
dpr sebut aksi pelajar turun ke jalan hanya demi salurkan hasrat tawuran,0,Bukan Clickbait,0.005901846
airlangga hartarto kenang bj habibie yang kuasai ilmu politik,0,Bukan Clickbait,0.12667088
patah tulang hingga tengkorak retak begini kondisi terkini mahasiswa korban demo,1,Clickbait,0.9979128
pelajar di makassar yang diamankan saat ingin demo masih di polda,0,Bukan Clickbait,0.11465309
tradisi fitri handayani bersedekah jelang ulang tahun suami,0,Bukan Clickbait,0.21473625
anies wisata olahraga berikan manfaat ekonomi masyarakat jakarta,0,Bukan Clickbait,0.044345964
minecraft capai rekor 112 juta pemain,0,Bukan Clickbait,0.033029784
gandeng investor lokal pemkot malang rancang pembangunan lrt,0,Bukan Clickbait,0.0026779124
taufik hidayat ungkap pesan bj habibie ke tim piala thomas 1998,0,Bukan Clickbait,0.064290024
dpr minta polri telusuri aliran dana ke rekening veronica koman,0,Bukan Clickbait,0.0023681815
capim kpk sigit danang dukung revisi uu kpk,0,Bukan Clickbait,0.0036245775
indonesia tak terima dituding penyebab asap di malaysia,0,Bukan Clickbait,0.03869811
mason greenwood tampil bagus keyakinan solskjaer tambah kuat,0,Bukan Clickbait,0.13242295
dosen umy ikuti demo gejayan memanggil jilid 2 ini alasannya,1,Clickbait,0.9978163
menengok pantai mustika banyuwangi,0,Bukan Clickbait,0.053785022
aspirasi tokoh papua pak jokowi generasi muda kami jangan dihukum,0,Clickbait,0.9923602
komnas ham minta aparat keamanan tak gunakan kekerasan saat kawal demo mahasiswa,0,Bukan Clickbait,0.01997654
peta jalan industri fintech syariah ditargetkan selesai pada 2020,0,Bukan Clickbait,0.4018404
viral potongan gambar wirda mansur diberi kitab qurrotil uyyun ternyata,1,Clickbait,0.99796236
endgame jadi aksi pamungkas avengers begini kelanjutan marvel cinematic universe,1,Clickbait,0.9979056
59 pns terjaring operasi patuh jaya di tangsel,0,Bukan Clickbait,0.0024541554
pengakuan bos investasi bodong mojokerto yang rugikan korban hingga rp 7 m,0,Bukan Clickbait,0.48369592
prediksi liga 1 bhayangkara fc vs bali united,0,Bukan Clickbait,0.11406217
pan harus ada tiga unsur di dewan pengawas kpk,0,Bukan Clickbait,0.014118844
korut diprediksi punya 40 hulu ledak nuklir tahun depan,0,Bukan Clickbait,0.00487098
kemendagri tolak usulan tenaga ahli untuk setiap anggota dprd dki,0,Bukan Clickbait,0.006264875
joker dinobatkan jadi film terbaik di festival film venesia,0,Bukan Clickbait,0.009254057
tamara bleszynski ungkap perasaan miris karena gelandangan bakal dikenai denda hingga ramai dipuji,1,Clickbait,0.9614542
irene red velvet secantik boneka di event terbaru anting anting jadi sorotan,1,Clickbait,0.99569917
budi waseso ancam bongkar kejahatan penyaluran bantuan non tunai,0,Bukan Clickbait,0.0025939113
menko luhut masyarakat nias harus siapkan diri sambut wisatawan,0,Bukan Clickbait,0.008265017
samsung galaxy a50s dirilis di indonesia ini spek dan harganya,1,Clickbait,0.9977869
bj habibie akan dikebumikan di samping makam ainun di tmp kalibata,0,Bukan Clickbait,0.04102295
speed boat terbalik di klungkung dua turis asing meninggal,0,Bukan Clickbait,0.029011147
wamena rusuh polisi knpb berbaju seragam sma susupi aksi pelajar,0,Bukan Clickbait,0.0046314453
menristekdikti cari industri untuk kembangkan mobil listrik,0,Bukan Clickbait,0.0052399673
kak seto habibie presiden yang mau mendongeng untuk anak,0,Bukan Clickbait,0.1029465
mengintip rapat pembunuh bayaran dengan tuannya,1,Bukan Clickbait,0.21672507
drone as tewaskan 30 petani dan buruh tani di afganistan,0,Bukan Clickbait,0.003579088
