title,label_score,prediksi,probabilitas
kpu ajukan rp 17 m untuk pilwakot solo 2020,0,Bukan Clickbait,0.00093382166
sinopsis drama still 17 episode 25 titik cerah pencarian shin hye sun,0,Bukan Clickbait,0.000864091
hindari konsumsi madu pada bayi ini alasannya,1,Clickbait,0.9993512
tampil cantik saat kondangan ini 4 inspirasi dress untuk hijabers,1,Clickbait,0.9993241
data pelanggan lion air bocor menkominfo sebut bukti urgensi ruu pdp,0,Bukan Clickbait,0.0038513679
bwa targetkan 1 juta wakaf alquran,0,Bukan Clickbait,0.00087692076
densus 88 polri gerebek rumah terduga teroris di cilincing jakut,0,Bukan Clickbait,0.0011318377
ojk hentikan sementara pendaftaran investasi reksa dana tunggal,0,Bukan Clickbait,0.0009770758
3 fakta raymond hartanto adik boy william yang meninggal dunia,1,Clickbait,0.9991955
emil akan lelang jabatan sekda buka peluang non asn,0,Bukan Clickbait,0.0016918698
tips bagi yang berniat memelihara vw kodok,1,Clickbait,0.9992059
bi dorong indonesia jadi pemain utama di industri halal dunia,0,Bukan Clickbait,0.0013469651
revisi buku pendidikan bpip akan diskusi dengan sejarawan,0,Bukan Clickbait,0.0010428623
dompet dhuafa kirim tim jaga kebersihan rumah alm habibie,0,Bukan Clickbait,0.0015595871
bayi meninggal diduga terkena ispa gubernur sumsel sarankan autopsi,0,Bukan Clickbait,0.0009980891
per senin polisi tetapkan 189 tersangka karhutla di sumatera dan kalimantan,0,Bukan Clickbait,0.0010517271
bts kejutkan fans dengan bikin akun tiktok intip dua video postingannya,1,Clickbait,0.99935
pembayaran klaim asuransi meningkat 8 21 persen,0,Bukan Clickbait,0.0009810486
sempat dicap artis sensasi bella shofie akui cinta tugas barunya kerja pakai hati,1,Clickbait,0.99716634
titik api kembali muncul di hutan lereng gunung slamet,0,Bukan Clickbait,0.001697829
menteri lhk minta malaysia objektif soal kabut asap,0,Bukan Clickbait,0.0015200308
unggah video ahmad dhani bersama anak mulan jameela kangen,1,Clickbait,0.9981194
ketika teroris serang kilang minyak saudi aramco pakai drone,1,Clickbait,0.55681497
revisi uu kpk mahfud md saatnya jokowi undang pimpinan kpk,0,Bukan Clickbait,0.071783654
wwf samakan kebakaran hutan di indonesia dengan amazon,0,Bukan Clickbait,0.0011540646
kasus kepemilikan senjata api kivlan zen jalani sidang hari ini,0,Bukan Clickbait,0.0009869434
apple umumkan ipad anyar 10 2 inci harganya,1,Bukan Clickbait,0.05982302
video viral pengobatan bude ningsih tinampi sudah ditonton 10 juta kali,1,Clickbait,0.99905723
lepas kepergian habibie warga padati tmp kalibata,0,Bukan Clickbait,0.31507567
miley cyrus diduga sindir mantan gara gara posting foto bareng anjing,1,Clickbait,0.99560165
kebakaran hutan bnpb hitung kerugian ekosistem hingga ekonomi,0,Bukan Clickbait,0.0011177043
menelisik mudahnya dapatkan racikan miras oplosan di tasik,0,Clickbait,0.9985543
gubernur kalbar penyumbang kabut asap terbesar dari lahan konsesi perusahaan,0,Bukan Clickbait,0.0019548193
anaknya menjadi korban rasisme ibu striker chelsea menangis,1,Bukan Clickbait,0.19809018
pkb pesimistis koalisi gemuk bisa dibentuk untuk lawan pks di pilkada depok,0,Bukan Clickbait,0.002123637
bpjs kesehatan raih penghargaan revolusi mental awards 2019,0,Bukan Clickbait,0.0008145587
komisioner kpk mengapa pembahasan revisi uu kpk dikebut,1,Clickbait,0.9989472
pusdiklat ma gandeng lspr bangun profesi humas terpercaya,0,Bukan Clickbait,0.0010156052
seksinya red velvet kompak pakai mini dress hingga busana monokrom,1,Clickbait,0.9989115
peringkat timnas futsal indonesia melejit,0,Bukan Clickbait,0.26810086
grup keuangan korsel guyur rp350 55 miliar ke indonesia,0,Bukan Clickbait,0.0020245682
bus tabrak pemotor hingga meninggal di sragen,0,Bukan Clickbait,0.0029371728
ihsg diprediksi 6 650 hingga akhir tahun,0,Bukan Clickbait,0.0012764971
ratusan mahasiswa surabaya dukung revisi uu kpk,0,Bukan Clickbait,0.0018329131
fakta unik member nct dream ada si perusak dan tukang tidur,1,Clickbait,0.9991468
ilmuwan mendeteksi suara lubang hitam sejalan teori einstein,0,Clickbait,0.73270416
digital inklusif lewat startup bisa atasi permasalahan ketimpangan ekonomi di jabar,0,Bukan Clickbait,0.0015135407
penyakit ispa akibat kabut asap serang 16 000 warga kota jambi,0,Bukan Clickbait,0.0018710286
furry setya ternyata sempat ditolak saat tembak dwinda ratna ini ucapan yang diterima mas pur,1,Clickbait,0.999318
inikah sosok nissan x trail masa depan lebih kencang dari tesla,1,Clickbait,0.9993517
bocah tewas diduga dibuly sang ibu ungkap keinginan terakhir anaknya belum sempat dimainkan,1,Clickbait,0.98670167
prosinecki batalkan mundur dari timnas bosnia,0,Bukan Clickbait,0.022149153
binotto puji strategi ferrari di gp italia,0,Bukan Clickbait,0.001994632
superm pilih member paling seksi sampai terlucu baekhyun lagi lagi bikin ngakak,1,Clickbait,0.99925476
viral ayah marahi anaknya yang ikut demo tuai pro dan kontra,1,Clickbait,0.9992872
polda riau bongkar perdagangan manusia melalui medsos,0,Bukan Clickbait,0.0011195936
ruu pertanahan 2 kementerian belum sepakat pendaftaran tanah,0,Bukan Clickbait,0.0009312388
peringati tahun baru islam banyuwangi kembali gelar festival muharam,0,Bukan Clickbait,0.0009374182
cita citata ngamuk dicap artis sombong gara gara tolak foto bareng fans,1,Clickbait,0.9986016
klasemen liga italia pekan ketiga inter milan tak terbendung,0,Bukan Clickbait,0.0013454944
china open 2019 kevin marcus dan fajar rian ke perempat final,0,Bukan Clickbait,0.00092492433
tni au evakuasi 14 korban dan pengungsi pascarusuh di wamena,0,Bukan Clickbait,0.0009153495
sinopsis sinetron anak langit tayang selasa 8 mei 2019,0,Bukan Clickbait,0.00088713644
viral video xanana gusmao cium kening bj habibie begini kisahnya,1,Clickbait,0.9992854
kementan kawal penyaluran pupuk bersubsidi,0,Bukan Clickbait,0.000882286
dugaan korupsi kpu rp 12t dilaporkan ke kpk begini rinciannya,1,Clickbait,0.99932873
daftar 23 pemain timnas u 16 untuk kualifikasi piala afc u 16,0,Clickbait,0.99832755
si cantik kartika berliana siap begadang kawal liga champions dan liga europa di vidio,1,Clickbait,0.9967679
direkam seorang buron pengedar narkoba video ini ungkap sebab kecelakaan innova vs bus mira,1,Clickbait,0.9993773
masyarakat peduli hukum gelar aksi dukung revisi uu kpk di depan istana,0,Bukan Clickbait,0.000979696
begini kronologi pelemparan bus persib bandung,1,Clickbait,0.9992723
video adegan yang dihapus dari versi asli avengers endgame masih bikin nangis,1,Clickbait,0.99917966
iis dahlia kehilangan uang ratusan juta hamish daud bagikan foto ngemong zalina topik pagi,1,Clickbait,0.99919134
gempa m5 6 melanda melonguane sulut tidak berpotensi tsunami,0,Bukan Clickbait,0.0009483524
mahasiswa umm kampanyekan diet plastik,0,Bukan Clickbait,0.002156211
nusuk banget protes mulu sudah ngapain aja kamu buat negara ini,1,Clickbait,0.9991892
kuliah di london el rumi sudah nyoblos duluan,1,Clickbait,0.8131123
dari niki hingga dewa 19 lineup wowconcert siap maksimalkan music experience kamu,0,Bukan Clickbait,0.16629621
ini alasan mkhitaryan tinggalkan arsenal,1,Clickbait,0.99933213
dj katty butterfly kabarkan sang ibunda sakit wajah cantik adik curi perhatian,1,Clickbait,0.9940759
korban kecelakaan nganjuk madiun buronan kasus pil koplo,0,Bukan Clickbait,0.0014408324
ada gilang dirga show di jicomfest 2019 siapa lagi yang melucu di hari pertama,1,Clickbait,0.9992951
resep tum ayam khas bali,0,Clickbait,0.92026836
soal revisi uu kpk 5 warga jakarta ini kompak tidak setuju,1,Clickbait,0.99846625
m nuh sebut bj habibie mulai responsif,0,Bukan Clickbait,0.0042662304
organisasi insinyur asean beri penghargaan untuk presiden,0,Bukan Clickbait,0.0015455422
de bruyne motori belgia bekuk skotlandia 4 0,0,Bukan Clickbait,0.00080899894
saham perusahaan rokok tumbang bagaimana ihsg hari ini,1,Clickbait,0.99928856
taqy malik mantan salmafina sunan kembangkan bisnisnya dari saffron sampai peternakan,0,Bukan Clickbait,0.0020755038
karhutla meluas dpr pemerintah harus berani buka data perusahaan nakal,0,Bukan Clickbait,0.0016359299
kemenkeu izinkan dana reboisasi dipakai mengatasi kebakaran hutan,0,Bukan Clickbait,0.0012053312
manchester city punya skuat termahal di eropa,0,Clickbait,0.5537219
ledakan tabung gas hanguskan komplek perumahan tni 121 kebun lada,0,Bukan Clickbait,0.001185386
telkomsel belum pastikan penggantian paket internet di papua,0,Bukan Clickbait,0.001243988
bumn akan revitalisasi objek wisata ranupani,0,Bukan Clickbait,0.0009223603
di balik cantiknya syahrini saat manggung mua cuma memoles area mata,0,Clickbait,0.9984426
unggah foto makan pisang vanessa angel panen hujatan,0,Clickbait,0.9986731
despacito dan senorita booming novita dewi nyanyikan lagu bernuansa latin,1,Bukan Clickbait,0.049996786
tiga asteroid melintas kemarin dan pagi ini bagaimana dampaknya untuk bumi,1,Clickbait,0.9992674
surabayamenggugat jadi trending topic polisi terjunkan 2 000 pasukan gabungan,0,Bukan Clickbait,0.010349503
inilah iphone yang paling laris di semester pertama 2019,1,Clickbait,0.9993687
spring lagu baru park bom yang rajai tangga lagu dunia,0,Clickbait,0.79090357
pejabat kehutanan meninggal saat presentasi di rapat dengan menhub,0,Bukan Clickbait,0.0025427856
7 foto balita baekhyun exo bukti dari kecil sudah punya aura seorang idol,1,Clickbait,0.99927646
tanggapan jokowi usai menpora ditetapkan sebagai tersangka oleh kpk,1,Clickbait,0.9989048
pan beberkan janji janji anies baswedan yang belum terlaksana,1,Bukan Clickbait,0.020395521
diselimuti kabut asap 7 penerbangan di bandara syamsuddin noor banjarmasin delay,0,Bukan Clickbait,0.0021206087
bea cukai meulaboh amankan 200 ribu batang rokok ilegal,0,Bukan Clickbait,0.0009387925
7 fakta madam shim wanita berpengaruh dicurigai dalang kasus jang ja yeon seungri,1,Clickbait,0.99931467
melonjak nyaris 12 kali lipat perdagangan saham pico dihentikan sementara,0,Bukan Clickbait,0.001170282
bamsoet perbedaan pandangan politik jangan putus tali silaturahmi,0,Bukan Clickbait,0.001436525
antropolog untuk indonesia tolak pelemahan kpk,0,Bukan Clickbait,0.007726956
habibie wafat wagub sumbar indonesia kehilangan negarawan,0,Bukan Clickbait,0.0120398
kasus mafia migas eks bos petral kpk sudah geledah 5 lokasi,0,Bukan Clickbait,0.0017390548
honey moon ke swiss reino barack kunjungi pabrik pembuatan jam mewah,0,Bukan Clickbait,0.014621507
preview timnas u 16 vs kepulauan mariana utara hari ini,0,Bukan Clickbait,0.007204145
viral paskibra yatim digantikan anak pejabat bupati anak saya luar biasa,1,Clickbait,0.99924785
warga tiga desa dikerahkan atasi kebakaran lahan di kebun raya sriwijaya,0,Bukan Clickbait,0.0010871176
lifter indonesia asah kekuatan jelang sea games,0,Bukan Clickbait,0.0010475487
demokrat setuju wacana pembangunan istana presiden di papua,0,Bukan Clickbait,0.0036795735
iqbaal ramadhan beber alasan pernah potong botak dandanan nyentrik malah bikin salfok,1,Clickbait,0.9992194
liga 2 peluang persiba balikpapan lolos babak 8 besar kian tipis,0,Bukan Clickbait,0.0009791161
eks ajudan saya malu melihat habibie ainun seperti pengantin baru,1,Bukan Clickbait,0.20527259
v bts ternyata pernah dekati dan minta nomor ponsel artis veteran ini,1,Clickbait,0.9993718
eks bupati bangkalan fuad amin meninggal,0,Bukan Clickbait,0.006904096
kendaraan tambang diminta gunakan b20,0,Bukan Clickbait,0.0010199079
suharso habibie sudah gerakkan mata dan panggil orang,0,Bukan Clickbait,0.0071453867
massa rusuh karena merasa dihalangi bertemu pimpinan kpk,0,Bukan Clickbait,0.0068866205
bea cukai rangkul akuntan indonesia tangani proses bisnis lintas negara,0,Bukan Clickbait,0.0011590106
warning nunggak bpjs kesehatan bakal nggak diakui sebagai warga negara indonesia,1,Clickbait,0.9992551
mana yang benar 4 atau 5 destinasi super prioritas,1,Clickbait,0.9991897
atalia praratya apresiasi program pencanangan aksi gerakan indonesia bersih,0,Bukan Clickbait,0.0010256207
serahkan formulir balon wali kota sekda tangsel tak izin airin,0,Bukan Clickbait,0.0011453612
pertamina borong penghargaan kompetisi inovasi di turki,0,Bukan Clickbait,0.0010019328
agar selalu terlihat rapi hindari 5 penyebab rambut kusut,1,Clickbait,0.9991936
kemendikbud film gundala menginspirasi dan menggugah,0,Bukan Clickbait,0.0018332804
iuran bpjs naik rs diminta siapkan ruang rawat yang cukup,0,Bukan Clickbait,0.00087758736
uea susul saudi gabung koalisi maritim bentukan as,0,Bukan Clickbait,0.0015407637
suka menggantungkan tas di lengan seperti ini kepribadianmu,1,Clickbait,0.9993241
pesta miras di kosan 9 muda mudi diamankan polisi,0,Bukan Clickbait,0.0016267837
gempa m5 3 guncang papua barat tak berpotensi tsunami,0,Bukan Clickbait,0.0009380329
polisi pasang police line di lahan yang tanahnya keluarkan api,0,Bukan Clickbait,0.0011009864
ini tiga sikap jokowi soal revisi uu kpk,1,Clickbait,0.999356
transjakarta ringsek tabrak separator,0,Bukan Clickbait,0.0022565802
hotel riau akan tampung warga terkena dampak kebakaran hutan,0,Bukan Clickbait,0.00096033554
kim go eun resmi jadi lawan main lee min ho perankan dua karakter,0,Bukan Clickbait,0.33866063
mahasiswa universitas al azhar faisal amir dianiaya polisi sang ibu lapor ke komnas ham,0,Bukan Clickbait,0.08374428
museum sejarah bentoel bukan cagar budaya dan tidak termasuk kategori museum,0,Bukan Clickbait,0.002375296
honda genio gunakan rangka baru apa kelebihannya,1,Clickbait,0.9993223
7 tips belanja online dengan aman agar terhindar dari penipuan hati hati sebelum membeli,1,Clickbait,0.9993043
lima lapangan dan akses jalan menuju gbt dibenahi standar fifa,0,Bukan Clickbait,0.0013469125
massa masih bertahan kapolres jakbar temui tokoh warga di slipi,0,Bukan Clickbait,0.0011349758
kriss hatta ternyata pacari wanita cantik ini tapi terancam putus gara gara dipenjara,1,Clickbait,0.99932873
saat 10 capim kpk dikunci dengan surat bermeterai ini,1,Clickbait,0.99942744
liga 1 teco dan melvin platje bicara peluang bali united juara,0,Bukan Clickbait,0.0019047481
redmi k20 pro exclusive edition dengan rom 512 gb datangi pasar besok,0,Bukan Clickbait,0.0016539438
anies baswedan sebut ada 210 orang dilarikan ke rs pasca demo mahasiswa di dpr,0,Bukan Clickbait,0.004728481
projo soal revisi uu kpk tidak ada wewenang kpk yang dikurangi,0,Bukan Clickbait,0.001244624
pemahaman pengusaha soal ipo masih rendah,0,Bukan Clickbait,0.003132113
nagita slavina terlalu sering pakai barang mewah harga sandal karet segini dibilang murah,1,Clickbait,0.99926263
prilly latuconsina pernah kerasukan saat syuting danur 3 sunyaruri akui malah ketagihan,1,Clickbait,0.99392164
gm tractors optimis penjualan naik hingga 20 tahun ini,0,Bukan Clickbait,0.0011988607
wagub jabar pasar modal syariah harus gandeng kiai,0,Bukan Clickbait,0.0012160029
mendikbud minta guru di daerah asap tetap bimbing siswa,0,Bukan Clickbait,0.0011452984
menebak kepribadian lewat batu permata kamu sebening berlian atau segelap kecubung,1,Clickbait,0.99924743
bersabarlah ini 10 tanda pasangan selingkuh di belakangmu,1,Clickbait,0.9993304
as roda bermasalah penjualan jeep gladiator disetop sementara,0,Bukan Clickbait,0.0011376088
barbie kumalasari tak penuhi pemeriksaan kepolisian begini penjelasan pengacaranya,1,Clickbait,0.9993305
jasa marga polda metro jaya akan pasang kamera etle di tol,0,Bukan Clickbait,0.0009273492
daftar top skor liga inggris tammy abraham samai aguero,1,Clickbait,0.99589527
viral selfie di makam bj habibie bagaimana hukumnya dalam islam,1,Clickbait,0.9993144
bianca andreescu jadi nama jalan di kota kelahirannya,0,Clickbait,0.7641564
kpk panggil sekretaris direktur pemasaran ptpn iii di kasus distribusi gula,0,Bukan Clickbait,0.0014736616
menteri rini rombak lagi direksi bumn verdi budidarmo jadi dirut kimia farma,0,Clickbait,0.8385556
jokowi terima penghargaan dari organisasi insinyur se asean,0,Bukan Clickbait,0.0025545985
pimpinan kpk akan lantik dua pejabat baru,0,Bukan Clickbait,0.0017658065
viral bayi perempuan ini diberi kopi karena orangtua tak mampu beli susu,1,Clickbait,0.9992912
luhut pandjaitan bantah industri tekstil tertekan,0,Bukan Clickbait,0.0018449796
kang daniel ajukan penangguhan kontrak lawan agensi di pengadilan,0,Bukan Clickbait,0.0022922112
hilangnya independensi pb pmii,0,Bukan Clickbait,0.29771408
kapolri dan panglima tni datangi lokasi rusuh di slipi,0,Bukan Clickbait,0.0009406817
kini tak wajib ditayangkan berikut adegan film g30s pki yang diduga tak akurat,1,Clickbait,0.99926585
pematangan anggaran pemindahan ibu kota selesai di akhir tahun,0,Bukan Clickbait,0.0008028116
liga 1 persib bandung daftarkan ilham qolba dan mario jardel,0,Bukan Clickbait,0.0010122798
pendukung jokowi ngaku diculik di masjid ini bantahan pihak dkm,1,Clickbait,0.9993616
oktober band cadas burgerkill gelar tur 16 kota di amerika serikat,0,Bukan Clickbait,0.0026268037
dalangi pengaturan skor petenis brasil kena hukuman seumur hidup,0,Bukan Clickbait,0.0024447634
nasihat bj habibie tentang pengetahuan dan cinta,1,Clickbait,0.9988826
penurunan suku bunga diprediksi membuat ihsg rebound,0,Bukan Clickbait,0.0010522197
ini modal desa kutuh bisa raup puluhan miliar rupiah,1,Clickbait,0.9993864
festival pesona bahari raja ampat ada burung cenderawasih,0,Bukan Clickbait,0.0062365793
anies bj habibie akan menjadi contoh bagi anak bangsa,0,Bukan Clickbait,0.0061554825
berikan pendampingan keluarga kemen pppa kembangkan puspaga,0,Bukan Clickbait,0.00096718274
sebab tinggi meja loket jangan lebih dari 1 meter,1,Bukan Clickbait,0.12681982
makanan ini berbahaya bila dikonsumsi mentah cek sebabnya,1,Clickbait,0.99936336
ahli fengshui prediksikan bulan baik bagi pernikahan jessica iskandar dan richard kyle,1,Bukan Clickbait,0.08111312
anggota komisi iii dpr ngaku dilobi pendukung capim kpk tapi tak terima,0,Clickbait,0.75145876
kpk cegah ketua fraksi golkar dpr melchias markus mekeng berpergian ke luar negeri,0,Bukan Clickbait,0.0024061173
ketua kpk ke pegawainya ikhtiar kamu melawan korupsi tidak boleh berhenti,1,Clickbait,0.54586643
atta halilintar akhirnya bongkar awal pertemuan dengan bebby fey bantah lakukan pelecehan,1,Clickbait,0.9983662
resmi diluncurkan ini gebrakan baru di festival film indonesia 2019,1,Clickbait,0.9993944
maia cantik berhijab umroh bareng suami pakai jet pribadi baru syahrini diledek kejang kejang,1,Clickbait,0.99631196
modus pencucian kayu ilegal,0,Bukan Clickbait,0.3576447
asap masih pekat pemkot pekanbaru liburkan pns hamil,0,Bukan Clickbait,0.001091581
universitas al azhar bentuk tim investigasi usai mahasiswanya kritis pasca demo dpr,0,Bukan Clickbait,0.0013098295
mau beralih ke make up halal namun masih bingung memilihnya yuk ikuti 7 tips mudah berikut,1,Clickbait,0.99926156
begini cara mengenal saus cabai berkualitas,1,Clickbait,0.99931526
netizen sebut superm jadi proyek hidup dan mati sm entertainment di amerika setuju,1,Clickbait,0.99834764
mobil listrik suv mazda akan meluncur di tokyo motor show 2019,0,Bukan Clickbait,0.0010740504
kkp reklamasi harus berpihak pada kepentingan masyarakat,0,Bukan Clickbait,0.0010278122
trending topic siswa smkn 7 medan minta keadilan polantas malah kabur,1,Clickbait,0.9945287
pemerintah bakal kuasai 95 9 persen saham tuban petro,0,Bukan Clickbait,0.0011378082
liga 1 pekan ke 18 usai hasil lengkap klasemen top skor,0,Bukan Clickbait,0.0011370844
air pdam mampet 4 hari risma kalau nggak gitu telkom bisa blackout,0,Bukan Clickbait,0.125294
sinopsis drama big episode 3 cinta pandangan pertama gong yoo lee min jung,0,Bukan Clickbait,0.0008866763
kemenpora beri penghargaan kepada atlet berprestasi mantanatlet wasit hingga pembina olahraga,0,Bukan Clickbait,0.0010586976
psikolog anak tak setuju kpi beri sanksi untuk tayangan spongebob squarepants ini alasannya,1,Clickbait,0.9993042
bomber chelsea jadi korban rasial sang ibu merasa terpukul,1,Clickbait,0.53685063
syahrini dimarahi fans soal pakai sepatu hak tinggi diingatkan jaga calon bayi,1,Clickbait,0.8514622
rossi dan marquez bersitegang lagi di gp san marino,0,Bukan Clickbait,0.120550685
mitra binaan terminal bbm pertamina boyolali berdayakan kaum difabel,0,Bukan Clickbait,0.0009679395
kebakaran hutan gunung ciremai hanguskan 150 hektare lahan,0,Bukan Clickbait,0.0009240276
jokowi bagikan buku ke ratusan anak di pekanbaru,0,Bukan Clickbait,0.0020918138
polisi dalami transaksi keuangan dari rekening veronica koman,0,Bukan Clickbait,0.0010089561
kembangkan digitalisasi bisnis pariwisata kemenpar teken mou dengan blibli com,0,Bukan Clickbait,0.0011765306
cerita petugas bpbd banyumas 24 jam kirim bantuan air bersih,1,Clickbait,0.9986243
as sanksi menteri keamanan zimbabwe,0,Bukan Clickbait,0.0025839438
pengusaha ajukan nama calon menteri ke jokowi ini daftarnya,1,Clickbait,0.99939966
dhea imut setuju dengan aksi demo mahasiswa sahila hisyam malah ngaku terganggu,1,Clickbait,0.99237895
81 proyek strategis nasional senilai rp 390 triliun rampung,0,Bukan Clickbait,0.0011227845
pria 65 tahun tabrakan diri ke krl di stasiun sudimara,0,Bukan Clickbait,0.010956791
persiapan mepet rina mubal arum tetap hadirkan koleksi glamour di ifw 2019,0,Bukan Clickbait,0.012284928
okie agustina satukan visi dengan jims honey di miss earth 2019,0,Bukan Clickbait,0.032762486
serangan drone ke fasilitas minyak aramco jadi sentimen utama bursa,0,Bukan Clickbait,0.0017187078
hambat investasi sofyan djalil batalkan rencana pajak progresif tanah,0,Bukan Clickbait,0.0008753852
dpr sebut aksi pelajar turun ke jalan hanya demi salurkan hasrat tawuran,0,Bukan Clickbait,0.0032474138
airlangga hartarto kenang bj habibie yang kuasai ilmu politik,0,Bukan Clickbait,0.006261669
patah tulang hingga tengkorak retak begini kondisi terkini mahasiswa korban demo,1,Clickbait,0.99935406
pelajar di makassar yang diamankan saat ingin demo masih di polda,0,Bukan Clickbait,0.0012191121
tradisi fitri handayani bersedekah jelang ulang tahun suami,0,Clickbait,0.93846405
anies wisata olahraga berikan manfaat ekonomi masyarakat jakarta,0,Bukan Clickbait,0.002212442
minecraft capai rekor 112 juta pemain,0,Bukan Clickbait,0.0011433493
gandeng investor lokal pemkot malang rancang pembangunan lrt,0,Bukan Clickbait,0.0012928157
taufik hidayat ungkap pesan bj habibie ke tim piala thomas 1998,0,Clickbait,0.9818201
dpr minta polri telusuri aliran dana ke rekening veronica koman,0,Bukan Clickbait,0.0012986683
capim kpk sigit danang dukung revisi uu kpk,0,Bukan Clickbait,0.00694563
indonesia tak terima dituding penyebab asap di malaysia,0,Bukan Clickbait,0.0029226034
mason greenwood tampil bagus keyakinan solskjaer tambah kuat,0,Bukan Clickbait,0.011326919
dosen umy ikuti demo gejayan memanggil jilid 2 ini alasannya,1,Clickbait,0.9993832
menengok pantai mustika banyuwangi,0,Clickbait,0.9628867
aspirasi tokoh papua pak jokowi generasi muda kami jangan dihukum,0,Bukan Clickbait,0.418095
komnas ham minta aparat keamanan tak gunakan kekerasan saat kawal demo mahasiswa,0,Bukan Clickbait,0.0015424622
peta jalan industri fintech syariah ditargetkan selesai pada 2020,0,Bukan Clickbait,0.000908717
viral potongan gambar wirda mansur diberi kitab qurrotil uyyun ternyata,1,Clickbait,0.9992223
endgame jadi aksi pamungkas avengers begini kelanjutan marvel cinematic universe,1,Clickbait,0.9993092
59 pns terjaring operasi patuh jaya di tangsel,0,Bukan Clickbait,0.0019713927
pengakuan bos investasi bodong mojokerto yang rugikan korban hingga rp 7 m,0,Clickbait,0.9869485
prediksi liga 1 bhayangkara fc vs bali united,0,Bukan Clickbait,0.020724984
pan harus ada tiga unsur di dewan pengawas kpk,0,Bukan Clickbait,0.0065289973
korut diprediksi punya 40 hulu ledak nuklir tahun depan,0,Bukan Clickbait,0.0011174498
kemendagri tolak usulan tenaga ahli untuk setiap anggota dprd dki,0,Bukan Clickbait,0.0012747725
joker dinobatkan jadi film terbaik di festival film venesia,0,Bukan Clickbait,0.0043696617
tamara bleszynski ungkap perasaan miris karena gelandangan bakal dikenai denda hingga ramai dipuji,1,Clickbait,0.99927276
irene red velvet secantik boneka di event terbaru anting anting jadi sorotan,1,Clickbait,0.99802506
budi waseso ancam bongkar kejahatan penyaluran bantuan non tunai,0,Bukan Clickbait,0.0010960987
menko luhut masyarakat nias harus siapkan diri sambut wisatawan,0,Bukan Clickbait,0.0012201739
samsung galaxy a50s dirilis di indonesia ini spek dan harganya,1,Clickbait,0.99930143
bj habibie akan dikebumikan di samping makam ainun di tmp kalibata,0,Bukan Clickbait,0.0017872516
speed boat terbalik di klungkung dua turis asing meninggal,0,Bukan Clickbait,0.0016335237
wamena rusuh polisi knpb berbaju seragam sma susupi aksi pelajar,0,Bukan Clickbait,0.026941633
menristekdikti cari industri untuk kembangkan mobil listrik,0,Bukan Clickbait,0.0012537948
kak seto habibie presiden yang mau mendongeng untuk anak,0,Bukan Clickbait,0.0967271
mengintip rapat pembunuh bayaran dengan tuannya,1,Clickbait,0.99804604
