title,label_score,prediksi,probabilitas
dari niki hingga dewa 19 lineup wowconcert siap maksimalkan music experience kamu,0,Clickbait,0.9854778
ini alasan mkhitaryan tinggalkan arsenal,1,Clickbait,0.99885917
dj katty butterfly kabarkan sang ibunda sakit wajah cantik adik curi perhatian,1,Clickbait,0.99855703
korban kecelakaan nganjuk madiun buronan kasus pil koplo,0,Bukan Clickbait,0.0032645978
ada gilang dirga show di jicomfest 2019 siapa lagi yang melucu di hari pertama,1,Clickbait,0.9988457
resep tum ayam khas bali,0,Bukan Clickbait,0.015977906
soal revisi uu kpk 5 warga jakarta ini kompak tidak setuju,1,Clickbait,0.99878925
m nuh sebut bj habibie mulai responsif,0,Bukan Clickbait,0.022467801
organisasi insinyur asean beri penghargaan untuk presiden,0,Bukan Clickbait,0.003729693
de bruyne motori belgia bekuk skotlandia 4 0,0,Bukan Clickbait,0.0021302518
saham perusahaan rokok tumbang bagaimana ihsg hari ini,1,Clickbait,0.9966028
taqy malik mantan salmafina sunan kembangkan bisnisnya dari saffron sampai peternakan,0,Bukan Clickbait,0.23720287
karhutla meluas dpr pemerintah harus berani buka data perusahaan nakal,0,Bukan Clickbait,0.011013596
kemenkeu izinkan dana reboisasi dipakai mengatasi kebakaran hutan,0,Bukan Clickbait,0.0015992093
manchester city punya skuat termahal di eropa,0,Bukan Clickbait,0.086546265
ledakan tabung gas hanguskan komplek perumahan tni 121 kebun lada,0,Bukan Clickbait,0.0014650514
telkomsel belum pastikan penggantian paket internet di papua,0,Bukan Clickbait,0.0013829126
bumn akan revitalisasi objek wisata ranupani,0,Bukan Clickbait,0.0016957466
di balik cantiknya syahrini saat manggung mua cuma memoles area mata,0,Clickbait,0.99704033
unggah foto makan pisang vanessa angel panen hujatan,0,Clickbait,0.9984894
despacito dan senorita booming novita dewi nyanyikan lagu bernuansa latin,1,Clickbait,0.6937136
tiga asteroid melintas kemarin dan pagi ini bagaimana dampaknya untuk bumi,1,Clickbait,0.9988117
surabayamenggugat jadi trending topic polisi terjunkan 2 000 pasukan gabungan,0,Bukan Clickbait,0.0014065619
inilah iphone yang paling laris di semester pertama 2019,1,Clickbait,0.9988286
spring lagu baru park bom yang rajai tangga lagu dunia,0,Bukan Clickbait,0.008314748
pejabat kehutanan meninggal saat presentasi di rapat dengan menhub,0,Bukan Clickbait,0.0046164384
7 foto balita baekhyun exo bukti dari kecil sudah punya aura seorang idol,1,Clickbait,0.99884415
tanggapan jokowi usai menpora ditetapkan sebagai tersangka oleh kpk,1,Clickbait,0.9579448
pan beberkan janji janji anies baswedan yang belum terlaksana,1,Bukan Clickbait,0.007717701
diselimuti kabut asap 7 penerbangan di bandara syamsuddin noor banjarmasin delay,0,Bukan Clickbait,0.0022308507
bea cukai meulaboh amankan 200 ribu batang rokok ilegal,0,Bukan Clickbait,0.0014947526
7 fakta madam shim wanita berpengaruh dicurigai dalang kasus jang ja yeon seungri,1,Clickbait,0.9987827
melonjak nyaris 12 kali lipat perdagangan saham pico dihentikan sementara,0,Bukan Clickbait,0.013487175
bamsoet perbedaan pandangan politik jangan putus tali silaturahmi,0,Bukan Clickbait,0.26039115
antropolog untuk indonesia tolak pelemahan kpk,0,Bukan Clickbait,0.002595039
habibie wafat wagub sumbar indonesia kehilangan negarawan,0,Bukan Clickbait,0.002353252
kasus mafia migas eks bos petral kpk sudah geledah 5 lokasi,0,Bukan Clickbait,0.017163223
honey moon ke swiss reino barack kunjungi pabrik pembuatan jam mewah,0,Clickbait,0.55406284
preview timnas u 16 vs kepulauan mariana utara hari ini,0,Bukan Clickbait,0.0020490014
viral paskibra yatim digantikan anak pejabat bupati anak saya luar biasa,1,Clickbait,0.9978848
warga tiga desa dikerahkan atasi kebakaran lahan di kebun raya sriwijaya,0,Bukan Clickbait,0.001227861
lifter indonesia asah kekuatan jelang sea games,0,Bukan Clickbait,0.0021153158
demokrat setuju wacana pembangunan istana presiden di papua,0,Bukan Clickbait,0.017021885
iqbaal ramadhan beber alasan pernah potong botak dandanan nyentrik malah bikin salfok,1,Clickbait,0.9988757
liga 2 peluang persiba balikpapan lolos babak 8 besar kian tipis,0,Bukan Clickbait,0.19570012
eks ajudan saya malu melihat habibie ainun seperti pengantin baru,1,Clickbait,0.9970477
v bts ternyata pernah dekati dan minta nomor ponsel artis veteran ini,1,Clickbait,0.9987631
eks bupati bangkalan fuad amin meninggal,0,Bukan Clickbait,0.0032833389
kendaraan tambang diminta gunakan b20,0,Bukan Clickbait,0.0033500285
suharso habibie sudah gerakkan mata dan panggil orang,0,Bukan Clickbait,0.009078746
massa rusuh karena merasa dihalangi bertemu pimpinan kpk,0,Bukan Clickbait,0.0059311027
bea cukai rangkul akuntan indonesia tangani proses bisnis lintas negara,0,Bukan Clickbait,0.0028474648
warning nunggak bpjs kesehatan bakal nggak diakui sebagai warga negara indonesia,1,Bukan Clickbait,0.3904429
mana yang benar 4 atau 5 destinasi super prioritas,1,Bukan Clickbait,0.35255963
atalia praratya apresiasi program pencanangan aksi gerakan indonesia bersih,0,Bukan Clickbait,0.0014192848
serahkan formulir balon wali kota sekda tangsel tak izin airin,0,Bukan Clickbait,0.07973326
pertamina borong penghargaan kompetisi inovasi di turki,0,Bukan Clickbait,0.003528835
agar selalu terlihat rapi hindari 5 penyebab rambut kusut,1,Clickbait,0.99875605
kemendikbud film gundala menginspirasi dan menggugah,0,Bukan Clickbait,0.0028190073
iuran bpjs naik rs diminta siapkan ruang rawat yang cukup,0,Bukan Clickbait,0.0058884164
uea susul saudi gabung koalisi maritim bentukan as,0,Bukan Clickbait,0.0015324763
suka menggantungkan tas di lengan seperti ini kepribadianmu,1,Clickbait,0.99884856
pesta miras di kosan 9 muda mudi diamankan polisi,0,Bukan Clickbait,0.0020964644
gempa m5 3 guncang papua barat tak berpotensi tsunami,0,Bukan Clickbait,0.0032374556
polisi pasang police line di lahan yang tanahnya keluarkan api,0,Bukan Clickbait,0.0014299783
ini tiga sikap jokowi soal revisi uu kpk,1,Clickbait,0.9987478
transjakarta ringsek tabrak separator,0,Bukan Clickbait,0.0013675869
hotel riau akan tampung warga terkena dampak kebakaran hutan,0,Bukan Clickbait,0.0012734424
kim go eun resmi jadi lawan main lee min ho perankan dua karakter,0,Clickbait,0.5219617
mahasiswa universitas al azhar faisal amir dianiaya polisi sang ibu lapor ke komnas ham,0,Bukan Clickbait,0.03047654
museum sejarah bentoel bukan cagar budaya dan tidak termasuk kategori museum,0,Bukan Clickbait,0.0018571898
honda genio gunakan rangka baru apa kelebihannya,1,Clickbait,0.998835
7 tips belanja online dengan aman agar terhindar dari penipuan hati hati sebelum membeli,1,Clickbait,0.9987778
lima lapangan dan akses jalan menuju gbt dibenahi standar fifa,0,Bukan Clickbait,0.0014479747
massa masih bertahan kapolres jakbar temui tokoh warga di slipi,0,Bukan Clickbait,0.025574647
kriss hatta ternyata pacari wanita cantik ini tapi terancam putus gara gara dipenjara,1,Clickbait,0.9988299
saat 10 capim kpk dikunci dengan surat bermeterai ini,1,Clickbait,0.9987925
liga 1 teco dan melvin platje bicara peluang bali united juara,0,Bukan Clickbait,0.0144316135
redmi k20 pro exclusive edition dengan rom 512 gb datangi pasar besok,0,Bukan Clickbait,0.0068065384
anies baswedan sebut ada 210 orang dilarikan ke rs pasca demo mahasiswa di dpr,0,Bukan Clickbait,0.0023324778
projo soal revisi uu kpk tidak ada wewenang kpk yang dikurangi,0,Bukan Clickbait,0.0017187233
pemahaman pengusaha soal ipo masih rendah,0,Bukan Clickbait,0.0034856927
nagita slavina terlalu sering pakai barang mewah harga sandal karet segini dibilang murah,1,Clickbait,0.9988422
prilly latuconsina pernah kerasukan saat syuting danur 3 sunyaruri akui malah ketagihan,1,Clickbait,0.99753344
gm tractors optimis penjualan naik hingga 20 tahun ini,0,Clickbait,0.95279
wagub jabar pasar modal syariah harus gandeng kiai,0,Bukan Clickbait,0.0013973183
mendikbud minta guru di daerah asap tetap bimbing siswa,0,Bukan Clickbait,0.001463328
menebak kepribadian lewat batu permata kamu sebening berlian atau segelap kecubung,1,Clickbait,0.9942247
bersabarlah ini 10 tanda pasangan selingkuh di belakangmu,1,Clickbait,0.9988838
as roda bermasalah penjualan jeep gladiator disetop sementara,0,Bukan Clickbait,0.0040517123
barbie kumalasari tak penuhi pemeriksaan kepolisian begini penjelasan pengacaranya,1,Clickbait,0.99885714
jasa marga polda metro jaya akan pasang kamera etle di tol,0,Bukan Clickbait,0.006508788
daftar top skor liga inggris tammy abraham samai aguero,1,Clickbait,0.86536336
viral selfie di makam bj habibie bagaimana hukumnya dalam islam,1,Clickbait,0.99881977
bianca andreescu jadi nama jalan di kota kelahirannya,0,Bukan Clickbait,0.0036579762
kpk panggil sekretaris direktur pemasaran ptpn iii di kasus distribusi gula,0,Bukan Clickbait,0.002199051
menteri rini rombak lagi direksi bumn verdi budidarmo jadi dirut kimia farma,0,Clickbait,0.9026011
jokowi terima penghargaan dari organisasi insinyur se asean,0,Bukan Clickbait,0.0015594409
pimpinan kpk akan lantik dua pejabat baru,0,Bukan Clickbait,0.0012429595
viral bayi perempuan ini diberi kopi karena orangtua tak mampu beli susu,1,Clickbait,0.9988411
luhut pandjaitan bantah industri tekstil tertekan,0,Bukan Clickbait,0.0032712207
kang daniel ajukan penangguhan kontrak lawan agensi di pengadilan,0,Bukan Clickbait,0.002446755
hilangnya independensi pb pmii,0,Clickbait,0.71740854
kapolri dan panglima tni datangi lokasi rusuh di slipi,0,Bukan Clickbait,0.0015888105
kini tak wajib ditayangkan berikut adegan film g30s pki yang diduga tak akurat,1,Clickbait,0.99634486
pematangan anggaran pemindahan ibu kota selesai di akhir tahun,0,Bukan Clickbait,0.0014046216
liga 1 persib bandung daftarkan ilham qolba dan mario jardel,0,Bukan Clickbait,0.0017870738
pendukung jokowi ngaku diculik di masjid ini bantahan pihak dkm,1,Clickbait,0.99657357
oktober band cadas burgerkill gelar tur 16 kota di amerika serikat,0,Bukan Clickbait,0.0076647755
dalangi pengaturan skor petenis brasil kena hukuman seumur hidup,0,Bukan Clickbait,0.13517363
nasihat bj habibie tentang pengetahuan dan cinta,1,Clickbait,0.9104051
penurunan suku bunga diprediksi membuat ihsg rebound,0,Bukan Clickbait,0.005279035
ini modal desa kutuh bisa raup puluhan miliar rupiah,1,Clickbait,0.99874014
festival pesona bahari raja ampat ada burung cenderawasih,0,Bukan Clickbait,0.014779644
anies bj habibie akan menjadi contoh bagi anak bangsa,0,Bukan Clickbait,0.007942651
berikan pendampingan keluarga kemen pppa kembangkan puspaga,0,Bukan Clickbait,0.0015938864
sebab tinggi meja loket jangan lebih dari 1 meter,1,Clickbait,0.9097071
makanan ini berbahaya bila dikonsumsi mentah cek sebabnya,1,Clickbait,0.9988194
ahli fengshui prediksikan bulan baik bagi pernikahan jessica iskandar dan richard kyle,1,Clickbait,0.97075236
anggota komisi iii dpr ngaku dilobi pendukung capim kpk tapi tak terima,0,Bukan Clickbait,0.040243402
kpk cegah ketua fraksi golkar dpr melchias markus mekeng berpergian ke luar negeri,0,Bukan Clickbait,0.009479438
ketua kpk ke pegawainya ikhtiar kamu melawan korupsi tidak boleh berhenti,1,Bukan Clickbait,0.11059609
atta halilintar akhirnya bongkar awal pertemuan dengan bebby fey bantah lakukan pelecehan,1,Clickbait,0.9981787
resmi diluncurkan ini gebrakan baru di festival film indonesia 2019,1,Clickbait,0.99713576
maia cantik berhijab umroh bareng suami pakai jet pribadi baru syahrini diledek kejang kejang,1,Clickbait,0.9985208
modus pencucian kayu ilegal,0,Bukan Clickbait,0.0018197214
asap masih pekat pemkot pekanbaru liburkan pns hamil,0,Bukan Clickbait,0.0022184039
universitas al azhar bentuk tim investigasi usai mahasiswanya kritis pasca demo dpr,0,Bukan Clickbait,0.0015993912
mau beralih ke make up halal namun masih bingung memilihnya yuk ikuti 7 tips mudah berikut,1,Clickbait,0.9987251
begini cara mengenal saus cabai berkualitas,1,Clickbait,0.9988489
netizen sebut superm jadi proyek hidup dan mati sm entertainment di amerika setuju,1,Clickbait,0.9962425
mobil listrik suv mazda akan meluncur di tokyo motor show 2019,0,Bukan Clickbait,0.011935158
kkp reklamasi harus berpihak pada kepentingan masyarakat,0,Bukan Clickbait,0.0019790037
trending topic siswa smkn 7 medan minta keadilan polantas malah kabur,1,Clickbait,0.96094227
pemerintah bakal kuasai 95 9 persen saham tuban petro,0,Bukan Clickbait,0.0026410448
liga 1 pekan ke 18 usai hasil lengkap klasemen top skor,0,Bukan Clickbait,0.00273055
air pdam mampet 4 hari risma kalau nggak gitu telkom bisa blackout,0,Bukan Clickbait,0.15806834
sinopsis drama big episode 3 cinta pandangan pertama gong yoo lee min jung,0,Bukan Clickbait,0.0023534144
kemenpora beri penghargaan kepada atlet berprestasi mantanatlet wasit hingga pembina olahraga,0,Bukan Clickbait,0.0175855
psikolog anak tak setuju kpi beri sanksi untuk tayangan spongebob squarepants ini alasannya,1,Clickbait,0.99884677
bomber chelsea jadi korban rasial sang ibu merasa terpukul,1,Bukan Clickbait,0.088718
syahrini dimarahi fans soal pakai sepatu hak tinggi diingatkan jaga calon bayi,1,Clickbait,0.91096425
rossi dan marquez bersitegang lagi di gp san marino,0,Bukan Clickbait,0.008375121
mitra binaan terminal bbm pertamina boyolali berdayakan kaum difabel,0,Bukan Clickbait,0.0043213796
kebakaran hutan gunung ciremai hanguskan 150 hektare lahan,0,Bukan Clickbait,0.0012123488
jokowi bagikan buku ke ratusan anak di pekanbaru,0,Bukan Clickbait,0.0024896695
polisi dalami transaksi keuangan dari rekening veronica koman,0,Bukan Clickbait,0.0013175863
kembangkan digitalisasi bisnis pariwisata kemenpar teken mou dengan blibli com,0,Bukan Clickbait,0.0023179012
cerita petugas bpbd banyumas 24 jam kirim bantuan air bersih,1,Clickbait,0.9380602
as sanksi menteri keamanan zimbabwe,0,Bukan Clickbait,0.0015861584
pengusaha ajukan nama calon menteri ke jokowi ini daftarnya,1,Clickbait,0.9987374
dhea imut setuju dengan aksi demo mahasiswa sahila hisyam malah ngaku terganggu,1,Clickbait,0.9954136
81 proyek strategis nasional senilai rp 390 triliun rampung,0,Bukan Clickbait,0.0013714156
pria 65 tahun tabrakan diri ke krl di stasiun sudimara,0,Clickbait,0.97022825
persiapan mepet rina mubal arum tetap hadirkan koleksi glamour di ifw 2019,0,Bukan Clickbait,0.42455268
okie agustina satukan visi dengan jims honey di miss earth 2019,0,Bukan Clickbait,0.06549364
serangan drone ke fasilitas minyak aramco jadi sentimen utama bursa,0,Bukan Clickbait,0.002250939
hambat investasi sofyan djalil batalkan rencana pajak progresif tanah,0,Bukan Clickbait,0.013064604
dpr sebut aksi pelajar turun ke jalan hanya demi salurkan hasrat tawuran,0,Bukan Clickbait,0.007834655
airlangga hartarto kenang bj habibie yang kuasai ilmu politik,0,Bukan Clickbait,0.010634104
patah tulang hingga tengkorak retak begini kondisi terkini mahasiswa korban demo,1,Clickbait,0.99878484
pelajar di makassar yang diamankan saat ingin demo masih di polda,0,Bukan Clickbait,0.0024548536
tradisi fitri handayani bersedekah jelang ulang tahun suami,0,Clickbait,0.9845649
anies wisata olahraga berikan manfaat ekonomi masyarakat jakarta,0,Bukan Clickbait,0.022610556
minecraft capai rekor 112 juta pemain,0,Bukan Clickbait,0.09592533
gandeng investor lokal pemkot malang rancang pembangunan lrt,0,Bukan Clickbait,0.005105465
taufik hidayat ungkap pesan bj habibie ke tim piala thomas 1998,0,Bukan Clickbait,0.1255135
dpr minta polri telusuri aliran dana ke rekening veronica koman,0,Bukan Clickbait,0.0012805905
capim kpk sigit danang dukung revisi uu kpk,0,Bukan Clickbait,0.0012333362
indonesia tak terima dituding penyebab asap di malaysia,0,Bukan Clickbait,0.081084125
mason greenwood tampil bagus keyakinan solskjaer tambah kuat,0,Clickbait,0.70273143
dosen umy ikuti demo gejayan memanggil jilid 2 ini alasannya,1,Clickbait,0.9987691
menengok pantai mustika banyuwangi,0,Bukan Clickbait,0.0026505424
aspirasi tokoh papua pak jokowi generasi muda kami jangan dihukum,0,Bukan Clickbait,0.01351578
komnas ham minta aparat keamanan tak gunakan kekerasan saat kawal demo mahasiswa,0,Bukan Clickbait,0.002011296
peta jalan industri fintech syariah ditargetkan selesai pada 2020,0,Bukan Clickbait,0.0034844305
viral potongan gambar wirda mansur diberi kitab qurrotil uyyun ternyata,1,Clickbait,0.9984682
endgame jadi aksi pamungkas avengers begini kelanjutan marvel cinematic universe,1,Clickbait,0.9988237
59 pns terjaring operasi patuh jaya di tangsel,0,Bukan Clickbait,0.044600826
pengakuan bos investasi bodong mojokerto yang rugikan korban hingga rp 7 m,0,Clickbait,0.99761677
prediksi liga 1 bhayangkara fc vs bali united,0,Bukan Clickbait,0.0024038362
pan harus ada tiga unsur di dewan pengawas kpk,0,Bukan Clickbait,0.0047600227
korut diprediksi punya 40 hulu ledak nuklir tahun depan,0,Bukan Clickbait,0.007855209
kemendagri tolak usulan tenaga ahli untuk setiap anggota dprd dki,0,Bukan Clickbait,0.0013838486
joker dinobatkan jadi film terbaik di festival film venesia,0,Bukan Clickbait,0.0071811234
tamara bleszynski ungkap perasaan miris karena gelandangan bakal dikenai denda hingga ramai dipuji,1,Clickbait,0.99855644
irene red velvet secantik boneka di event terbaru anting anting jadi sorotan,1,Clickbait,0.9987913
budi waseso ancam bongkar kejahatan penyaluran bantuan non tunai,0,Bukan Clickbait,0.0012983858
menko luhut masyarakat nias harus siapkan diri sambut wisatawan,0,Bukan Clickbait,0.016765386
samsung galaxy a50s dirilis di indonesia ini spek dan harganya,1,Clickbait,0.9986852
bj habibie akan dikebumikan di samping makam ainun di tmp kalibata,0,Bukan Clickbait,0.003138019
speed boat terbalik di klungkung dua turis asing meninggal,0,Bukan Clickbait,0.031181572
wamena rusuh polisi knpb berbaju seragam sma susupi aksi pelajar,0,Bukan Clickbait,0.0064877444
menristekdikti cari industri untuk kembangkan mobil listrik,0,Bukan Clickbait,0.002982239
kak seto habibie presiden yang mau mendongeng untuk anak,0,Clickbait,0.8879432
mengintip rapat pembunuh bayaran dengan tuannya,1,Clickbait,0.9983125
drone as tewaskan 30 petani dan buruh tani di afganistan,0,Bukan Clickbait,0.0013813731
