text,actual,predicted,latency_sec,ram_gb,vram_gb
"mantap, bagus dan teba",Happy,Happy,6.194890022277832,13.476364135742188,3.55291748046875
Sesuai deskripsi dan pesanan. Terimakasih,Happy,Happy,6.2104651927948,13.466957092285156,3.55291748046875
"Produk Sesuai. Material Produk Bagus. Cocok untuk di jadikan tmpt penyimpanan masker.. Jadi lbh rapi dan enak di lihat, gampang untuk mengambil masker..",Happy,Happy,6.90394926071167,13.458133697509766,3.55291748046875
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Happy,Love,6.8188157081604,13.435287475585938,3.55291748046875
Bagus dan ini order saya yang kedua.,Happy,Happy,6.22596001625061,13.347301483154297,3.55291748046875
Teksturnya creamy. Gampang dipakai. Packaging aman ??.,Happy,Happy,6.2469141483306885,13.380023956298828,3.55291748046875
"masker bagus,sesuai harga`",Happy,Happy,6.110321521759033,13.386329650878906,3.55291748046875
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ????,Happy,Love,6.323119401931763,13.400001525878906,3.55291748046875
respon baik mutu lumayan hrg terjangkau,Happy,Happy,6.137500762939453,13.367137908935547,3.55291748046875
Kualitas Produk Bagus. Produk Sesuai,Happy,Happy,6.155364036560059,13.401603698730469,3.55291748046875
"Bahan bagus, kain bisa melebar dan elastis",Happy,Happy,6.111240863800049,13.368949890136719,3.55291748046875
"Cepat, rapih dan aman. Saya mau beli lagi nanti ya",Happy,Happy,6.210162162780762,13.380020141601562,3.55291748046875
Cepat dan packing amanah bgt.kualitas susu sdh terjamin enak dan bermanfaat.thanks.,Happy,Happy,6.250438213348389,13.388484954833984,3.55291748046875
barang telah sampai dengan packaging yg bagus,Happy,Happy,6.069921016693115,13.34454345703125,3.55291748046875
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya??,Happy,Happy,6.1910035610198975,13.368099212646484,3.55291748046875
"bagus, bisa nempel di kayu",Happy,Happy,6.129781246185303,13.398983001708984,3.55291748046875
"alhamdulillah barang sampai di tgl 6/11. Isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya untuk koneksi ke amplifier).",Happy,Happy,7.0443220138549805,13.371692657470703,3.55291748046875
Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.,Happy,Love,6.771368741989136,13.38216781616211,3.55291748046875
Mantap keren. Cuma harus colok listrik kalau mau pakai fitur always-on. Kalau pake batre (AAA 3biji) harus dipencet dulu baru nyala,Happy,Happy,6.853992700576782,13.367679595947266,3.55291748046875
Pertama x custom dan hasil ny sesuai request,Happy,Happy,6.13289737701416,13.40884017944336,3.55291748046875
mantap paten joss,Happy,Happy,6.064495801925659,13.432170867919922,3.55291748046875
packing rapih aman makasih,Happy,Happy,6.096835136413574,13.452804565429688,3.55291748046875
warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,Sadness,Sadness,6.589388370513916,13.464157104492188,3.55291748046875
Ada 1 shade yg salah kirim,Sadness,Sadness,6.374733924865723,13.4833984375,3.55291748046875
barang biasa aja ...bahan kurang bgitu bagus,Sadness,Sadness,6.382208585739136,13.429458618164062,3.55291748046875
Jahitannya berantakan banget. gak kenceng aku benyeng dikit udah pada copot jahitannya...sedih,Sadness,Sadness,7.134465456008911,13.385978698730469,3.55291748046875
"bahan ny sih bagus, cm sayang pesen nya 2 datang ny 1. d chat ke seller ny jg d d baca, boro-boro ada penjelasan. seller g asiiiik g bs d ajak komunikasi",Sadness,Sadness,7.300608396530151,13.42239761352539,3.55291748046875
"Packingnya cm kresek krg aman, jd pas dateng peot pdhl buat d jual, haduhh..",Sadness,Sadness,6.605180501937866,13.377880096435547,3.55291748046875
"Kecewa dengan waktu pengiriman. Order jam 11.52 sengaja pilih sameday biar hari itu juga sampainya karena butuh cepat gendongan ini. Malah dikirim hari berikutnya. Kalau tidak bisa kirim di hari yang sama, tidak perlu diaktifkan pilihan kurir samedaynya. Atau infokan, untuk sameday itu maksimal order jam berapa baru bisa dikirim di hari yang sama.",Sadness,Sadness,7.77101469039917,13.377792358398438,3.55291748046875
"Dlm ordernya sdh sy tambah 'bubble wrap' (+ rp 10.000), tp dikirimnya tanpa bubble. Lagian ordernya pagi2 n minta spy dikirimnya lbh cepat (instant), ternyata tibanya jam 16an",Sadness,Sadness,7.281922817230225,13.339557647705078,3.55291748046875
"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",Sadness,Sadness,6.6402528285980225,13.393547058105469,3.55291748046875
balonnya kecil sekali ga sesuai gambar..ga bagus kualitas..ketipu dr gambar nya..kecewa,Sadness,Sadness,6.606334447860718,13.40478515625,3.55291748046875
Batre tidak sesuai ukuran dan tidak ada nano receiver.,Sadness,Sadness,6.373076677322388,13.391498565673828,3.55291748046875
"overpriced.. analisanya kurang dalam. kualitas hard cover kurang bagus, .masa begitu sampe lgsg penyok",Sadness,Sadness,6.644301891326904,13.394737243652344,3.55291748046875
boros batre,Sadness,Sadness,6.396430730819702,13.363117218017578,3.55291748046875
yg micro ini sering rusak coba di tingkatkn lg kualitasnya,Sadness,Sadness,6.650708198547363,13.505943298339844,3.55291748046875
sambungannya tidak rapih..,Sadness,Sadness,6.503331422805786,13.497684478759766,3.55291748046875
"Barang sampai dengan selamat, mic berfungsi tapi emang kualitasnya tidak sampai bisa meredam suara di sekitar",Sadness,Sadness,6.611337661743164,13.498470306396484,3.55291748046875
kurang bagus,Sadness,Sadness,6.285580158233643,13.4842529296875,3.55291748046875
model lumayan kren tapi kecewa di batre senternya hnya bertahan skitar 3 jam aja.,Sadness,Sadness,6.5358734130859375,13.48696517944336,3.55291748046875
tidak berfugsi,Sadness,Sadness,6.384414911270142,13.456306457519531,3.55291748046875
Baru seminggu pemakaian sudah tidak bisa nyala sebelah,Sadness,Sadness,6.533186674118042,13.533592224121094,3.55291748046875
"Barang gak berfungsi, kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian, packing juga tidak bagus jadi bungkusnya ada yg pecah",Sadness,Anger,7.104221343994141,13.495136260986328,3.55291748046875
barang dikrm beda dgn yg pesan,Sadness,Sadness,6.432091236114502,13.45602035522461,3.55291748046875
"Beli 3 barang, hanya dikirim 2. Saat komplain dijanjikan barang akan dikirim yg kurangnya. Ternyata dikembalikan uang. Sangat mengecewakan. Sepertinya tidak mau rugi bayar ongkir lagi,jd barang tdk dikirim.",Sadness,Sadness,7.373193025588989,13.520027160644531,3.55291748046875
"Barang yang sampai cacat, tidak ngisi baterai stick nya",Sadness,Sadness,6.518703937530518,13.399093627929688,3.55291748046875
Sangat kecewa dengan barang yg di terima segel Samsung sudah terbuka katanya dari sananya di dlm plasti segel ada kartu byu sudah di buka segel pelaatiknya yg makin parah layar banyak sidik jari tertinggal baru buka curiga curang tokonya barang mukin di tukar2 sama yg kw seperti Kepala carger kabel dll hati2 di toko ini harus lebih waspada dan di tanya detail kedua penjelasan juga gak bisa selalu bilang gak tau Kaka dari sana dari sana kalo dari Samsung asli sesuai pembicaraan buat apa Samsung buat segel bahkan ada tulisan jangan terima segel rusak kurang baik pokonya toko ini ngerasa barang bekas,Sadness,Fear,8.5943124294281,13.40185546875,3.55291748046875
Paking tidak rapih jebol,Sadness,Sadness,6.402503490447998,13.405525207519531,3.55291748046875
Ada kekecewaan ketika lihat brg datang.....Aq pikir barang beda dgn Fishing pen yg ada dipasaran tp ternyata sma saja mlah ini meragukan ketahanannya.......lihat fto komentar smua typenya sma tp yg dikirim ke Aq mlah beda.,Sadness,Sadness,7.356134414672852,13.41666030883789,3.55291748046875
"kecewa dengan pelayanan toko ini, Dan nyesal denga toko ini, paket lama datang, dah itu paket tidak sampai di tempat tujuan. kalau boleh saya sarankan kepada pembeli lainnya, jangan pesan lagi deh ,barang disini, mereka tidak bertanggung jawab,",Sadness,Sadness,7.320151090621948,13.376811981201172,3.55291748046875
"barang dibungkus pakai bubblewarp, trs pecah gatau dari jasa kirimnya atau pengemasannya, selain itu jasa kirimnya lama bgt asli, lumayan kecewa",Sadness,Sadness,7.082395076751709,13.042503356933594,3.55291748046875
ujung buku rusak.. padahal sudah mahal beli buku import,Sadness,Sadness,6.4786012172698975,13.054935455322266,3.55291748046875
"baru pakai beberapa kali, sponnya terpisah jadi 3, lemnya tidak bagus",Sadness,Sadness,6.461471796035767,13.092506408691406,3.55291748046875
ukurannya tidak sesuai..pesan 5x7 dikirim 4x6,Sadness,Sadness,6.5453948974609375,13.086265563964844,3.55291748046875
Suaranya gk bs bersih. Ada noise. Hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.,Sadness,Sadness,6.64728307723999,13.098304748535156,3.55291748046875
Padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver ? Kalo ada mau pesen balo gold sama silvernya aja 10 pcs. Yang dateng warna warni kayak gini. Sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa,Sadness,Sadness,7.565957546234131,13.095821380615234,3.55291748046875
"belom 1 bulan udah gak nyala, baterai udah diganti tetap saja gak nyala. kecewa, udah 2x di kerjain logitech",Sadness,Sadness,7.082295179367065,13.052322387695312,3.55291748046875
"Packing kurang rapih, pinggir buku menjadi rusak",Sadness,Sadness,6.406795501708984,13.06564712524414,3.55291748046875
Bahan sangat mudah bengkok pdhl hanya sepatu & sambungan mudah lepas.,Sadness,Sadness,6.484829425811768,13.052814483642578,3.55291748046875
infra red nya jelek suka mental ke mana2,Sadness,Anger,6.421225547790527,13.076850891113281,3.55291748046875
lambat,Sadness,Sadness,6.328005313873291,13.03375244140625,3.55291748046875
tipis bgt,Sadness,Sadness,6.411814451217651,13.016956329345703,3.55291748046875
"kecewa sekali ada 10 lembar warnanya beda memang sekilas bentuk dan motif sama tpi saat mau dipasang beda sekali, rate barang 8/10 rate penjual 4/10",Sadness,Sadness,7.245017766952515,13.044864654541016,3.55291748046875
kacamata sangat rentan. dipakai sekali patah. karena bagian karet dengan plastiknya menempel dengan kaitan kecil saja. sehingga mudah patah ..,Sadness,Sadness,7.126790761947632,13.082504272460938,3.55291748046875
"Packing tdk ada, sudah tau pengiriman jauh tp tdk dilapisi pelindung. Sisi2 sudut barang rusak",Sadness,Sadness,6.667006731033325,13.055133819580078,3.55291748046875
kecewa bagt. barang yg di kirim tidak sesuai. masih kurang 3 lagi. padahal uda langganan ko malah kecewain gitu...uda komplin ko malah ga respon ya..,Sadness,Sadness,7.180773019790649,13.035621643066406,3.55291748046875
saya sangat kecewa belanja di toko ini. respon penjual cuek. tanggapan lama. begitu datang barang tumpah basah. satu minggu baru datang. tidak tau di kirim nya lama atau di pengiriman nya lama.,Sadness,Sadness,7.297066926956177,13.024425506591797,3.55291748046875
wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,Fear,Anger,7.688628673553467,13.048015594482422,3.55291748046875
"mohon maaf dikasih rating segini, karena barang yg dikirim tidak sesuai dan tidak ada follow up untuk penggantian barang, semoga kedepan dapat ditindak lanjuti, terima kasih banyak sebelumnya",Fear,Sadness,7.208442687988281,13.05435562133789,3.55291748046875
"pembelian ke 2 beda 10 hari aja, kenapa pelet maxi nya beda ya, lebih kecil2 dr biasanya dan warna lebih gelap. aroma juga beda.",Fear,Sadness,7.045533180236816,13.077346801757812,3.55291748046875
Barangnya ga ada,Fear,Sadness,6.458964109420776,13.075187683105469,3.55291748046875
"Bahan plastiknya tdk stretch, kaku dan tidak bagus aluas tdk bs melekat spt plastiknya stretch biasanya, not recommended",Fear,Sadness,7.052709579467773,13.069587707519531,3.55291748046875
"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.",Fear,Anger,6.6186439990997314,13.058643341064453,3.55291748046875
PO udah sebulan gak sampai cm d kirim voucher dan di janjikan minggu k 3 bulan juni di kirim .. cuman sampe skrg udh akhir bulan juni blm terima juga � di chat gak balas???,Fear,Anger,7.263190746307373,13.066917419433594,3.55291748046875
"Pengirimannya sih cepat, tapi barangnya bruntusan gitu. Teman saya juga beli drum pad bahan karet dari malang tapi alus kok, ini yg saya beli malah bruntusan begitu. Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. Tdk sesuai foto yg di pajang oleh penjual.",Fear,Sadness,7.500210285186768,13.056720733642578,3.55291748046875
kemasan hancurrr pecah berantakan... ga jadi kepakai... ssmoga kedepannya lebih safety lagi packingnya...,Fear,Sadness,7.467303037643433,12.10146713256836,3.55291748046875
pengiriman pertama sudah expired. barang diganti baru tp expired nya terlalu mepet (jarak 3 bulan ke tanggal expired). seharusnya dicek dulu sebelum dikirim ke pembeli.,Fear,Sadness,7.1300811767578125,11.845592498779297,3.55291748046875
tidak sesuai,Fear,Fear,5.977870941162109,11.82645034790039,3.55291748046875
"Miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,",Fear,Sadness,8.32383131980896,11.884796142578125,3.55291748046875
barang datang tidak lengkap. yidak akan pernah belanja lagi di toko remi loreal,Fear,Sadness,6.489272832870483,11.855308532714844,3.55291748046875
Hari ini baru terpasang. Ternyata ada satu palang yg ukuran pendek cacat..bengkok dan cedok bekas besi ditekuk..akhirnya saya pindah posisi palang tersebut dibagian tengah dalam..secara keseluruhan barang baik. Mungkin perlu ditingkatkan QC nya saja.,Fear,Sadness,7.335065126419067,11.853679656982422,3.55291748046875
"Admin toko ini tdk punya sopan santun, bukannya cari solusi msalah, ini malah emosional dan hina pembeli. , gk pnya etika dan gk sekolah x, ,",Fear,Anger,7.06749415397644,11.856029510498047,3.55291748046875
gk ada plat besinya...cm ada label merk bahan,Fear,Sadness,6.493362188339233,11.883468627929688,3.55291748046875
Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,Fear,Sadness,7.087742567062378,11.909687042236328,3.55291748046875
"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",Fear,Fear,6.856597900390625,11.905158996582031,3.55291748046875
"barangnya gak sesuai gambar, biasa aja, pantes hrg murah",Fear,Sadness,6.510436534881592,11.910503387451172,3.55291748046875
"kartu tidak terdeteksi jadi jam gk cocok, sudah coba2 cari di yutube tutorial tetap gk bisa.... akhirnya nyesel deh beli :(",Fear,Sadness,7.037729978561401,11.88521957397461,3.55291748046875
Produk nya bocor karena packing nya krg bgs. Dr dus luar nya aja basah sampe ke dlm. Isi botol habis stengah nya. Mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman.,Fear,Sadness,7.276307582855225,11.847888946533203,3.55291748046875
"Barang yang dikirimkan tidak sesuai dengan orderan saya, ditanya pihak maxim tidak ada balasan sama sekali hanya dibaca saja. Dari pihak Tokopedia pun sudah dikomplain malah transaksinya selesai dan dananya diteruska ke Maxim. Lalu barang saya yang kurang bagaimana? Tokopedia bilang dichat saja. Pintar sekali jawabannya. Sudah saya komplain kalo penjual tidak merespon. Bobrok sekali sistemnya.",Fear,Anger,7.70590353012085,11.847038269042969,3.55291748046875
"Koneksi perangkat susah, kalaupun konek seringkali putus, buku petunjuk minim info. Pdhal beli pilihan yg paling mahal. Apa saya saja yg terima barang spt ini?",Fear,Sadness,7.093470573425293,11.857810974121094,3.55291748046875
"tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, Saya beli 2 tetapi lampu Mati satu dan tidak lengkap",Fear,Sadness,6.600121736526489,11.850830078125,3.55291748046875
barang tidak sampai. tdk ada solusi,Fear,Sadness,6.379626750946045,11.85626220703125,3.55291748046875
beli 5 pd gosong semua.??baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.,Fear,Fear,6.283073425292969,11.835929870605469,3.55291748046875
"bukan soal uangnya ,tapi soal ke amanahannya. kirim barang ada yg nggak dikirim(tidak lengkap) bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali. alasan macam2 minta no pesanan dan no resi sudah dikasih tetep aja alesan belibet. salah sendiri kirim brg ngga lengkap. sangat nggak rekomended.",Fear,Anger,7.756674289703369,11.810413360595703,3.55291748046875
"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",Fear,Sadness,7.136071681976318,11.87435531616211,3.55291748046875
"Pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",Fear,Sadness,6.64301061630249,11.843090057373047,3.55291748046875
"sangat kecewa belanja disini, response sangat lambat,order instant courier di kirim besok nya & sore pula aduuuuh... Official store tapi pelayanan nya kayak gini, its not recomended deh",Fear,Sadness,7.052512168884277,11.839492797851562,3.55291748046875
"mesin kasar, pelayanan kurang",Fear,Sadness,6.362548351287842,11.85223388671875,3.55291748046875
packingnya kurang memuaskan,Fear,Sadness,6.42432427406311,11.834274291992188,3.55291748046875
"dipakai untuk mindahin tabung gas 12 kg sangat seret, susah maju karena rodanya tidak jalan, bobot tabung gas terlalu berat..not recommended utk tabung gas 12 kg..mungkin untuk yang lbh ringan bisa lancar rodanya berputar..",Fear,Sadness,7.383121013641357,11.870975494384766,3.55291748046875
"Sy order 5pcs dikirim cuma 4, Krn weekend senin sy Baru Cek system sdh close, ini penjual penipu Krn ditanya tdk mau jawab padahal dia online",Fear,Anger,7.168257474899292,11.855144500732422,3.55291748046875
untuk jepit ke mejanya loss. ga bisa ngunci. sudah di coba dengan SEAL TAPE. tapi terlalu longgar sehingga tidak bisa nge lock. untuk boom arm nya bagus. sayang jadi bingung pakenya karna ga bisa ngelock,Fear,Sadness,7.290426254272461,11.877494812011719,3.55291748046875
Parah ini toko ga ada tanggung jawab nya,Fear,Anger,6.372225999832153,11.82400131225586,3.55291748046875
"Waktu sampai nya lakban Tokopedia di saya sangat lama,ketika saya tanyakan malah di suruh komplain,pelayanan nya buruk,admin yang bagian chatting nya sangat buruk dalam melayani Customer",Fear,Anger,7.094962120056152,11.82861328125,3.55291748046875
Ternyata tidak sesuai. Tidak dpat dipakai,Fear,Sadness,6.362778186798096,11.850028991699219,3.55291748046875
beli 2 dipakai dua hari udah hangus. kapok beli disini. 2 catridge gak sampe seminggu.,Fear,Anger,6.623925447463989,11.857025146484375,3.55291748046875
"Sudah kuduga kalau beli banyak, pasti ada beberapa yang barangnya dikasih dalam kondisi cacat dan ternyata beneran dong wkwk, yang pecah malah barang di urutan ke 4,9 dari total 24 item yang saya order + kualitas barang ternyata hanya plastik tipis(tidak sesuai perkiraan saya karena yang ditampilkan toko hanya tampilan depan saja) Overall i wouldn�t recommend this to y�all",Fear,Sadness,7.7232818603515625,11.860652923583984,3.55291748046875
"Barang baru diterima dicoba ternyata sudah rusak, masak nasi tidak panas. setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 - 2 minggu dan tidak bisa ganti baru. padahal barang baru datang dicoba sudah rusak. sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota.",Fear,Sadness,7.739489793777466,11.837577819824219,3.55291748046875
"bukan dendeng daging sapi asli, semacam campuran",Fear,Sadness,6.38325834274292,11.855438232421875,3.55291748046875
"beli 10pcs hampir rusak semua bentuknya, dan toko terus berdalih, ya udah utk pelajaran aja utk yg mau beli",Fear,Sadness,6.613894462585449,11.836532592773438,3.55291748046875
Barangnya tidak seperti barang baru dan tanpa kemasan pabrik.,Fear,Fear,6.164966583251953,11.82979965209961,3.55291748046875
Gak sesuai gambar disitu gulanya yg hijau kenapa dikirimnya yang kuning sih beda mereka harganya rasanya juga beda lbh enak yg hijau kenapa begini tokped jd pengguna baru malah nyesel,Fear,Sadness,7.2548487186431885,11.844474792480469,3.55291748046875
"Fastresp banget, ramah juga, pengirimannya gercep banget, lv. Ada y dikaskh lebih jga dong balonnya. Belum di pompa sih smg gaada yg bocor??",Love,Fear,6.765406370162964,11.836334228515625,3.55291748046875
"wow wow sangaat praktis euy, tapi emang harganya mayaan sihh, rasanya enak, mantul, bakal repeat order nihh",Love,Love,6.849692344665527,11.88430404663086,3.55291748046875
puas banget ????????????????,Love,Love,6.165163040161133,11.87152099609375,3.55291748046875
mantaaaaaaaaapppppp pelayanan cepat pengirimannya... top markotop 10 bintang recommended. pagi order malam udah nyampe... luar biasa,Love,Love,6.829713344573975,11.893062591552734,3.55291748046875
"Mienya enak Favorit keluarga. Sudah langganan beli mie sedap di toko OS , packing rapi dan dpt bonus. makasih ya????",Love,Love,6.784877300262451,11.867412567138672,3.55291748046875
barang bagus..Bahannya adem. Modelnya cantik ??.,Love,Love,6.148319721221924,11.855125427246094,3.55291748046875
reoderrrrr,Love,Anger,6.3995935916900635,11.820343017578125,3.55291748046875
Seller ramah dan fast response. Packaging rapih dan kualitas kaos ok ?? bakal beli lagi ??,Love,Love,6.3214709758758545,11.826953887939453,3.55291748046875
"Produk sesuai, pengiriman cepat, packing aman, recommended seller????",Love,Happy,6.160358428955078,11.80181884765625,3.55291748046875
"Instalasi Mudah. pengiriman cpt. respon cpt, trims seller smoga awet. Aamiin sukses selalu, seller & Tokopedia.",Love,Happy,6.831805944442749,11.809974670410156,3.55291748046875
"Sudah order yg kedua disini, packingnya rapi, untuk lilin sama tulisan ulang tahun yang rentan patah dimasukkan ke dalam kardus ??pengirimannya juga cepat, semua barang yg dipesan lengkap dan kualitas bagus semua, balon2 ga ada yg bocor, lilin dan tulisan ultah nya juga ga ada yg patah. Anak bungsu saya senaaaaang sekali. Terima kasih banyak ya ??",Love,Love,7.4949631690979,11.81005859375,3.55291748046875
"begitu datang ini langsung dicobain, semua berfungsi baik. saya suka karena mist-nya lembut, dan modelnya itu lho keren banget! puas dan semoga awet. respon, proses, pengiriman toko cepat, dan kemasan aman. terima kasih banyak untuk bonusnya ya",Love,Love,6.980824947357178,11.827404022216797,3.55291748046875
"Recommended Seller!! Respon cepat, pengiriman cukup cepat...",Love,Love,6.087374925613403,11.822574615478516,3.55291748046875
jangan lupa gaes diorder toko ini,Love,Happy,6.141311883926392,11.841754913330078,3.55291748046875
Puas sih.. Recomended bukunya,Love,Happy,6.082753896713257,11.843856811523438,3.55291748046875
paaaaas banget ukurannya buat gantiin tempat sampah lama. barang bagus warna cantik. miniso ga pernah ngecewain sihKualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.,Love,Love,7.143422603607178,11.797603607177734,3.55291748046875
bagus bgt bukunya. suka. makasih,Love,Love,6.270986557006836,11.803794860839844,3.55291748046875
"BAGUUUSSSS PACKING RAPUI, CEPAT SAMPAI, TERIMAKASIH SELLER.... SUKSES SELALUU...",Love,Love,6.9242331981658936,11.802074432373047,3.55291748046875
"check in nya gampang bgt, cuma kasih liat aja invoice sama KTP next, mau lah order voucher lagi di sini makasih",Love,Happy,6.77106237411499,11.797904968261719,3.55291748046875
Bahannya adem. Warnanya cantik ??. Ukuran sesuai. terimakasih,Love,Happy,6.2394092082977295,11.833114624023438,3.55291748046875
Suka sama box nya ciamik dehhhhhhhhhhhhhhhhhhhhh,Love,Love,6.445844888687134,11.86807632446289,3.55291748046875
