text,actual,predicted,latency_sec,ram_gb,vram_gb
"Barang yang sampai cacat, tidak ngisi baterai stick nya",Sadness,Anger,5.736587762832642,11.483280181884766,3.43377685546875
Sangat kecewa dengan barang yg di terima segel Samsung sudah terbuka katanya dari sananya di dlm plasti segel ada kartu byu sudah di buka segel pelaatiknya yg makin parah layar banyak sidik jari tertinggal baru buka curiga curang tokonya barang mukin di tukar2 sama yg kw seperti Kepala carger kabel dll hati2 di toko ini harus lebih waspada dan di tanya detail kedua penjelasan juga gak bisa selalu bilang gak tau Kaka dari sana dari sana kalo dari Samsung asli sesuai pembicaraan buat apa Samsung buat segel bahkan ada tulisan jangan terima segel rusak kurang baik pokonya toko ini ngerasa barang bekas,Sadness,Fear,7.907042980194092,11.481651306152344,3.43377685546875
Paking tidak rapih jebol,Sadness,Sadness,4.978188991546631,11.481571197509766,3.43377685546875
Ada kekecewaan ketika lihat brg datang.....Aq pikir barang beda dgn Fishing pen yg ada dipasaran tp ternyata sma saja mlah ini meragukan ketahanannya.......lihat fto komentar smua typenya sma tp yg dikirim ke Aq mlah beda.,Sadness,Sadness,5.834698438644409,11.476432800292969,3.43377685546875
"kecewa dengan pelayanan toko ini, Dan nyesal denga toko ini, paket lama datang, dah itu paket tidak sampai di tempat tujuan. kalau boleh saya sarankan kepada pembeli lainnya, jangan pesan lagi deh ,barang disini, mereka tidak bertanggung jawab,",Sadness,Sadness,6.629330158233643,11.47711181640625,3.43377685546875
"barang dibungkus pakai bubblewarp, trs pecah gatau dari jasa kirimnya atau pengemasannya, selain itu jasa kirimnya lama bgt asli, lumayan kecewa",Sadness,Sadness,6.2670018672943115,11.46957015991211,3.43377685546875
ujung buku rusak.. padahal sudah mahal beli buku import,Sadness,Sadness,5.100500583648682,11.46060562133789,3.43377685546875
"baru pakai beberapa kali, sponnya terpisah jadi 3, lemnya tidak bagus",Sadness,Sadness,5.727093935012817,11.473304748535156,3.43377685546875
ukurannya tidak sesuai..pesan 5x7 dikirim 4x6,Sadness,Sadness,5.064335823059082,11.4600830078125,3.43377685546875
Suaranya gk bs bersih. Ada noise. Hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.,Sadness,Sadness,5.523331165313721,11.456062316894531,3.43377685546875
Padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver ? Kalo ada mau pesen balo gold sama silvernya aja 10 pcs. Yang dateng warna warni kayak gini. Sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa,Sadness,Sadness,5.982078552246094,11.446819305419922,3.43377685546875
"belom 1 bulan udah gak nyala, baterai udah diganti tetap saja gak nyala. kecewa, udah 2x di kerjain logitech",Sadness,Sadness,5.650016784667969,11.449100494384766,3.43377685546875
"Packing kurang rapih, pinggir buku menjadi rusak",Sadness,Sadness,5.06114387512207,11.451675415039062,3.43377685546875
Bahan sangat mudah bengkok pdhl hanya sepatu & sambungan mudah lepas.,Sadness,Sadness,6.189742803573608,11.459083557128906,3.43377685546875
infra red nya jelek suka mental ke mana2,Sadness,Anger,5.669823169708252,11.450920104980469,3.43377685546875
lambat,Sadness,Fear,4.760932445526123,11.455142974853516,3.43377685546875
tipis bgt,Sadness,Anger,5.628018856048584,11.452892303466797,3.43377685546875
"kecewa sekali ada 10 lembar warnanya beda memang sekilas bentuk dan motif sama tpi saat mau dipasang beda sekali, rate barang 8/10 rate penjual 4/10",Sadness,Sadness,6.2513954639434814,11.454612731933594,3.43377685546875
kacamata sangat rentan. dipakai sekali patah. karena bagian karet dengan plastiknya menempel dengan kaitan kecil saja. sehingga mudah patah ..,Sadness,Sadness,6.3041417598724365,11.128654479980469,3.43377685546875
"Packing tdk ada, sudah tau pengiriman jauh tp tdk dilapisi pelindung. Sisi2 sudut barang rusak",Sadness,Sadness,5.5167059898376465,11.111305236816406,3.43377685546875
kecewa bagt. barang yg di kirim tidak sesuai. masih kurang 3 lagi. padahal uda langganan ko malah kecewain gitu...uda komplin ko malah ga respon ya..,Sadness,Sadness,5.632828950881958,11.131057739257812,3.43377685546875
saya sangat kecewa belanja di toko ini. respon penjual cuek. tanggapan lama. begitu datang barang tumpah basah. satu minggu baru datang. tidak tau di kirim nya lama atau di pengiriman nya lama.,Sadness,Sadness,5.792212247848511,11.137550354003906,3.43377685546875
wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,Fear,Sadness,5.858825206756592,11.189411163330078,3.43377685546875
"mohon maaf dikasih rating segini, karena barang yg dikirim tidak sesuai dan tidak ada follow up untuk penggantian barang, semoga kedepan dapat ditindak lanjuti, terima kasih banyak sebelumnya",Fear,Sadness,5.690907716751099,11.189247131347656,3.43377685546875
"pembelian ke 2 beda 10 hari aja, kenapa pelet maxi nya beda ya, lebih kecil2 dr biasanya dan warna lebih gelap. aroma juga beda.",Fear,Sadness,5.515644311904907,11.195671081542969,3.43377685546875
Barangnya ga ada,Fear,Sadness,4.997262239456177,11.19580078125,3.43377685546875
"Bahan plastiknya tdk stretch, kaku dan tidak bagus aluas tdk bs melekat spt plastiknya stretch biasanya, not recommended",Fear,Sadness,5.481500625610352,11.19125747680664,3.43377685546875
"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.",Fear,Anger,5.520863771438599,11.196121215820312,3.43377685546875
PO udah sebulan gak sampai cm d kirim voucher dan di janjikan minggu k 3 bulan juni di kirim .. cuman sampe skrg udh akhir bulan juni blm terima juga � di chat gak balas???,Fear,Fear,6.097002983093262,11.145915985107422,3.43377685546875
"Pengirimannya sih cepat, tapi barangnya bruntusan gitu. Teman saya juga beli drum pad bahan karet dari malang tapi alus kok, ini yg saya beli malah bruntusan begitu. Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. Tdk sesuai foto yg di pajang oleh penjual.",Fear,Sadness,5.986777067184448,11.17209243774414,3.43377685546875
kemasan hancurrr pecah berantakan... ga jadi kepakai... ssmoga kedepannya lebih safety lagi packingnya...,Fear,Anger,5.922825574874878,11.182430267333984,3.43377685546875
pengiriman pertama sudah expired. barang diganti baru tp expired nya terlalu mepet (jarak 3 bulan ke tanggal expired). seharusnya dicek dulu sebelum dikirim ke pembeli.,Fear,Anger,5.696247339248657,11.18231201171875,3.43377685546875
tidak sesuai,Fear,Fear,5.632315635681152,11.184085845947266,3.43377685546875
"Miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,",Fear,Sadness,6.6467108726501465,11.17892074584961,3.43377685546875
barang datang tidak lengkap. yidak akan pernah belanja lagi di toko remi loreal,Fear,Sadness,5.12315559387207,11.181060791015625,3.43377685546875
Hari ini baru terpasang. Ternyata ada satu palang yg ukuran pendek cacat..bengkok dan cedok bekas besi ditekuk..akhirnya saya pindah posisi palang tersebut dibagian tengah dalam..secara keseluruhan barang baik. Mungkin perlu ditingkatkan QC nya saja.,Fear,Sadness,6.413465261459351,11.188949584960938,3.43377685546875
"Admin toko ini tdk punya sopan santun, bukannya cari solusi msalah, ini malah emosional dan hina pembeli. , gk pnya etika dan gk sekolah x, ,",Fear,Anger,6.307177305221558,11.190055847167969,3.43377685546875
gk ada plat besinya...cm ada label merk bahan,Fear,Sadness,5.109861135482788,11.206806182861328,3.43377685546875
Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,Fear,Fear,6.031571626663208,11.204437255859375,3.43377685546875
"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",Fear,Fear,6.052434206008911,11.205230712890625,3.43377685546875
"barangnya gak sesuai gambar, biasa aja, pantes hrg murah",Fear,Fear,5.503620386123657,11.190372467041016,3.43377685546875
"kartu tidak terdeteksi jadi jam gk cocok, sudah coba2 cari di yutube tutorial tetap gk bisa.... akhirnya nyesel deh beli :(",Fear,Sadness,6.262585163116455,11.188480377197266,3.43377685546875
Produk nya bocor karena packing nya krg bgs. Dr dus luar nya aja basah sampe ke dlm. Isi botol habis stengah nya. Mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman.,Fear,Sadness,5.796463489532471,11.190059661865234,3.43377685546875
"Barang yang dikirimkan tidak sesuai dengan orderan saya, ditanya pihak maxim tidak ada balasan sama sekali hanya dibaca saja. Dari pihak Tokopedia pun sudah dikomplain malah transaksinya selesai dan dananya diteruska ke Maxim. Lalu barang saya yang kurang bagaimana? Tokopedia bilang dichat saja. Pintar sekali jawabannya. Sudah saya komplain kalo penjual tidak merespon. Bobrok sekali sistemnya.",Fear,Anger,6.592404842376709,11.19107437133789,3.43377685546875
"Koneksi perangkat susah, kalaupun konek seringkali putus, buku petunjuk minim info. Pdhal beli pilihan yg paling mahal. Apa saya saja yg terima barang spt ini?",Fear,Sadness,6.335798263549805,11.187095642089844,3.43377685546875
"tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, Saya beli 2 tetapi lampu Mati satu dan tidak lengkap",Fear,Anger,6.1554765701293945,11.252998352050781,3.43377685546875
barang tidak sampai. tdk ada solusi,Fear,Sadness,4.990933895111084,11.253841400146484,3.43377685546875
beli 5 pd gosong semua.??baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.,Fear,Sadness,6.173841953277588,11.254295349121094,3.43377685546875
"bukan soal uangnya ,tapi soal ke amanahannya. kirim barang ada yg nggak dikirim(tidak lengkap) bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali. alasan macam2 minta no pesanan dan no resi sudah dikasih tetep aja alesan belibet. salah sendiri kirim brg ngga lengkap. sangat nggak rekomended.",Fear,Anger,7.063741445541382,11.254867553710938,3.43377685546875
"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",Fear,Sadness,6.109712600708008,11.25577163696289,3.43377685546875
"Pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",Fear,Sadness,5.526139497756958,11.237342834472656,3.43377685546875
"sangat kecewa belanja disini, response sangat lambat,order instant courier di kirim besok nya & sore pula aduuuuh... Official store tapi pelayanan nya kayak gini, its not recomended deh",Fear,Sadness,6.094134569168091,11.239097595214844,3.43377685546875
"mesin kasar, pelayanan kurang",Fear,Anger,4.96940279006958,11.239143371582031,3.43377685546875
packingnya kurang memuaskan,Fear,Sadness,5.684475660324097,11.243392944335938,3.43377685546875
"dipakai untuk mindahin tabung gas 12 kg sangat seret, susah maju karena rodanya tidak jalan, bobot tabung gas terlalu berat..not recommended utk tabung gas 12 kg..mungkin untuk yang lbh ringan bisa lancar rodanya berputar..",Fear,Sadness,6.272784948348999,11.242385864257812,3.43377685546875
"Sy order 5pcs dikirim cuma 4, Krn weekend senin sy Baru Cek system sdh close, ini penjual penipu Krn ditanya tdk mau jawab padahal dia online",Fear,Anger,5.615638017654419,11.236202239990234,3.43377685546875
untuk jepit ke mejanya loss. ga bisa ngunci. sudah di coba dengan SEAL TAPE. tapi terlalu longgar sehingga tidak bisa nge lock. untuk boom arm nya bagus. sayang jadi bingung pakenya karna ga bisa ngelock,Fear,Sadness,6.4335713386535645,11.223392486572266,3.43377685546875
Parah ini toko ga ada tanggung jawab nya,Fear,Anger,5.519488096237183,11.2257080078125,3.43377685546875
"Waktu sampai nya lakban Tokopedia di saya sangat lama,ketika saya tanyakan malah di suruh komplain,pelayanan nya buruk,admin yang bagian chatting nya sangat buruk dalam melayani Customer",Fear,Anger,6.302831411361694,11.28506088256836,3.43377685546875
Ternyata tidak sesuai. Tidak dpat dipakai,Fear,Sadness,5.912352561950684,11.283824920654297,3.43377685546875
beli 2 dipakai dua hari udah hangus. kapok beli disini. 2 catridge gak sampe seminggu.,Fear,Sadness,6.120530843734741,11.249649047851562,3.43377685546875
"Sudah kuduga kalau beli banyak, pasti ada beberapa yang barangnya dikasih dalam kondisi cacat dan ternyata beneran dong wkwk, yang pecah malah barang di urutan ke 4,9 dari total 24 item yang saya order + kualitas barang ternyata hanya plastik tipis(tidak sesuai perkiraan saya karena yang ditampilkan toko hanya tampilan depan saja) Overall i wouldn�t recommend this to y�all",Fear,Sadness,6.851773500442505,11.256591796875,3.43377685546875
"Barang baru diterima dicoba ternyata sudah rusak, masak nasi tidak panas. setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 - 2 minggu dan tidak bisa ganti baru. padahal barang baru datang dicoba sudah rusak. sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota.",Fear,Sadness,6.434605360031128,11.248554229736328,3.43377685546875
"bukan dendeng daging sapi asli, semacam campuran",Fear,Sadness,5.69783616065979,11.206405639648438,3.43377685546875
"beli 10pcs hampir rusak semua bentuknya, dan toko terus berdalih, ya udah utk pelajaran aja utk yg mau beli",Fear,Anger,5.503015041351318,11.20785903930664,3.43377685546875
Barangnya tidak seperti barang baru dan tanpa kemasan pabrik.,Fear,Sadness,5.512963771820068,11.207279205322266,3.43377685546875
Gak sesuai gambar disitu gulanya yg hijau kenapa dikirimnya yang kuning sih beda mereka harganya rasanya juga beda lbh enak yg hijau kenapa begini tokped jd pengguna baru malah nyesel,Fear,Sadness,5.684959650039673,11.206718444824219,3.43377685546875
"Fastresp banget, ramah juga, pengirimannya gercep banget, lv. Ada y dikaskh lebih jga dong balonnya. Belum di pompa sih smg gaada yg bocor??",Love,Happy,6.09417200088501,11.205848693847656,3.43377685546875
"wow wow sangaat praktis euy, tapi emang harganya mayaan sihh, rasanya enak, mantul, bakal repeat order nihh",Love,Happy,5.9646899700164795,11.208671569824219,3.43377685546875
puas banget ????????????????,Love,Happy,4.770859241485596,11.20876693725586,3.43377685546875
mantaaaaaaaaapppppp pelayanan cepat pengirimannya... top markotop 10 bintang recommended. pagi order malam udah nyampe... luar biasa,Love,Happy,5.3470587730407715,11.208038330078125,3.43377685546875
"Mienya enak Favorit keluarga. Sudah langganan beli mie sedap di toko OS , packing rapi dan dpt bonus. makasih ya????",Love,Happy,5.277562141418457,11.209709167480469,3.43377685546875
barang bagus..Bahannya adem. Modelnya cantik ??.,Love,Happy,5.490480899810791,11.212169647216797,3.43377685546875
reoderrrrr,Love,Anger,5.611173391342163,11.217330932617188,3.43377685546875
Seller ramah dan fast response. Packaging rapih dan kualitas kaos ok ?? bakal beli lagi ??,Love,Love,4.979691982269287,11.21835708618164,3.43377685546875
"Produk sesuai, pengiriman cepat, packing aman, recommended seller????",Love,Happy,4.852634906768799,11.217025756835938,3.43377685546875
"Instalasi Mudah. pengiriman cpt. respon cpt, trims seller smoga awet. Aamiin sukses selalu, seller & Tokopedia.",Love,Happy,5.9550721645355225,11.211105346679688,3.43377685546875
"Sudah order yg kedua disini, packingnya rapi, untuk lilin sama tulisan ulang tahun yang rentan patah dimasukkan ke dalam kardus ??pengirimannya juga cepat, semua barang yg dipesan lengkap dan kualitas bagus semua, balon2 ga ada yg bocor, lilin dan tulisan ultah nya juga ga ada yg patah. Anak bungsu saya senaaaaang sekali. Terima kasih banyak ya ??",Love,Love,6.445505619049072,11.21493148803711,3.43377685546875
"begitu datang ini langsung dicobain, semua berfungsi baik. saya suka karena mist-nya lembut, dan modelnya itu lho keren banget! puas dan semoga awet. respon, proses, pengiriman toko cepat, dan kemasan aman. terima kasih banyak untuk bonusnya ya",Love,Love,5.757261037826538,11.208740234375,3.43377685546875
"Recommended Seller!! Respon cepat, pengiriman cukup cepat...",Love,Love,4.853015661239624,11.205463409423828,3.43377685546875
jangan lupa gaes diorder toko ini,Love,Happy,4.841865539550781,11.202831268310547,3.43377685546875
Puas sih.. Recomended bukunya,Love,Happy,4.8348166942596436,11.200855255126953,3.43377685546875
paaaaas banget ukurannya buat gantiin tempat sampah lama. barang bagus warna cantik. miniso ga pernah ngecewain sihKualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.,Love,Love,5.606054067611694,11.20108413696289,3.43377685546875
bagus bgt bukunya. suka. makasih,Love,Love,4.857294797897339,11.204898834228516,3.43377685546875
"BAGUUUSSSS PACKING RAPUI, CEPAT SAMPAI, TERIMAKASIH SELLER.... SUKSES SELALUU...",Love,Love,5.263359308242798,11.20016098022461,3.43377685546875
"check in nya gampang bgt, cuma kasih liat aja invoice sama KTP next, mau lah order voucher lagi di sini makasih",Love,Happy,5.3159918785095215,11.20404052734375,3.43377685546875
Bahannya adem. Warnanya cantik ??. Ukuran sesuai. terimakasih,Love,Happy,17.770185947418213,11.189735412597656,3.43377685546875
Suka sama box nya ciamik dehhhhhhhhhhhhhhhhhhhhh,Love,Love,4.9018027782440186,11.208267211914062,3.43377685546875
