title,actual,predicted,latency_sec,ram_gb,vram_gb
"Data Pelanggan Lion Air Bocor, Menkominfo Sebut Bukti Urgensi RUU PDP",0,1,5.27083945274353,13.475605010986328,3.96734619140625
BWA Targetkan 1 Juta Wakaf Alquran ,0,0,5.633103132247925,13.482524871826172,3.96734619140625
Densus 88 Polri Gerebek Rumah Terduga Teroris di Cilincing Jakut,0,0,5.802110195159912,13.481544494628906,3.96734619140625
OJK Hentikan Sementara Pendaftaran Investasi Reksa Dana Tunggal,0,0,5.725294828414917,13.48330307006836,3.96734619140625
"3 Fakta Raymond Hartanto, Adik Boy William yang Meninggal Dunia",1,1,5.165267705917358,13.4801025390625,3.96734619140625
"Emil akan Lelang Jabatan Sekda, Buka Peluang Non-ASN",0,0,5.740743398666382,13.482872009277344,3.96734619140625
Tips Bagi yang Berniat Memelihara VW Kodok ,1,0,5.616963624954224,13.482208251953125,3.96734619140625
BI Dorong Indonesia jadi Pemain Utama di Industri Halal Dunia,0,0,5.62286376953125,13.483043670654297,3.96734619140625
"Revisi Buku Pendidikan, BPIP akan Diskusi dengan Sejarawan",0,0,5.785709381103516,13.487060546875,3.96734619140625
Dompet Dhuafa Kirim Tim Jaga Kebersihan Rumah Alm Habibie,0,0,5.790486097335815,13.492565155029297,3.96734619140625
"Bayi Meninggal Diduga Terkena ISPA, Gubernur Sumsel Sarankan Autopsi",0,0,5.797542333602905,13.492267608642578,3.96734619140625
"Per Senin, Polisi Tetapkan 189 Tersangka Karhutla di Sumatera dan Kalimantan",0,0,5.765310525894165,13.522220611572266,3.96734619140625
"BTS Kejutkan Fans dengan Bikin Akun TikTok, Intip Dua Video Postingannya",1,1,5.236241817474365,13.521808624267578,3.96734619140625
"Pembayaran Klaim Asuransi Meningkat 8,21 Persen",0,0,5.624152421951294,13.517536163330078,3.96734619140625
" Sempat Dicap Artis Sensasi, Bella Shofie Akui Cinta Tugas Barunya Kerja Pakai Hati",1,1,5.473332166671753,13.453182220458984,3.96734619140625
Titik Api Kembali Muncul di Hutan Lereng Gunung Slamet,0,1,5.1917359828948975,13.049930572509766,3.96734619140625
Menteri LHK Minta Malaysia Objektif Soal Kabut Asap ,0,0,6.0187623500823975,13.175788879394531,3.96734619140625
"Unggah Video Ahmad Dhani Bersama Anak, Mulan Jameela Kangen?",1,1,5.296484470367432,13.110645294189453,3.96734619140625
      Ketika Teroris Serang Kilang Minyak Saudi Aramco Pakai Drone,1,1,5.3443922996521,13.109619140625,3.96734619140625
"Revisi UU KPK, Mahfud MD: Saatnya Jokowi Undang Pimpinan KPK",0,0,5.7896568775177,13.11318588256836,3.96734619140625
WWF Samakan Kebakaran Hutan di Indonesia dengan Amazon,0,1,5.1676249504089355,13.112850189208984,3.96734619140625
"Kasus Kepemilikan Senjata Api, Kivlan Zen Jalani Sidang Hari Ini",0,1,5.289592027664185,13.111221313476562,3.96734619140625
"Apple Umumkan iPad Anyar 10,2 Inci, Harganya?",1,1,5.12103009223938,13.111949920654297,3.96734619140625
Video Viral Pengobatan Bude Ningsih Tinampi Sudah Ditonton 10 Juta Kali,1,1,5.255465269088745,13.11248779296875,3.96734619140625
"Lepas Kepergian Habibie, Warga Padati TMP Kalibata",0,0,5.767504930496216,13.130409240722656,3.96734619140625
Miley Cyrus Diduga Sindir Mantan Gara-Gara Posting Foto Bareng Anjing,1,1,5.2670674324035645,13.125564575195312,3.96734619140625
"Kebakaran Hutan, BNPB Hitung Kerugian Ekosistem hingga Ekonomi",0,0,5.733224630355835,13.126880645751953,3.96734619140625
Menelisik Mudahnya Dapatkan Racikan Miras Oplosan di Tasik,0,1,5.2990405559539795,13.130718231201172,3.96734619140625
Gubernur Kalbar: Penyumbang Kabut Asap Terbesar dari Lahan Konsesi Perusahaan,0,0,5.7660980224609375,13.131439208984375,3.96734619140625
"Anaknya Menjadi Korban Rasisme, Ibu Striker Chelsea Menangis",1,1,5.271608829498291,13.130535125732422,3.96734619140625
PKB Pesimistis Koalisi Gemuk Bisa Dibentuk untuk Lawan PKS di Pilkada Depok,0,1,5.31168270111084,13.131759643554688,3.96734619140625
BPJS Kesehatan Raih Penghargaan Revolusi Mental Awards 2019,0,0,5.7625508308410645,13.131095886230469,3.96734619140625
Komisioner KPK: Mengapa Pembahasan Revisi UU KPK Dikebut?,1,1,5.292341470718384,13.13385009765625,3.96734619140625
Pusdiklat MA Gandeng LSPR Bangun Profesi Humas Terpercaya,0,0,5.614745140075684,13.134204864501953,3.96734619140625
Seksinya Red Velvet Kompak Pakai Mini Dress hingga Busana Monokrom,1,1,5.267049074172974,13.13522720336914,3.96734619140625
Peringkat Timnas Futsal Indonesia Melejit,0,0,5.59566855430603,13.135581970214844,3.96734619140625
"Grup Keuangan Korsel Guyur Rp350,55 Miliar ke Indonesia ",0,1,5.328790664672852,13.132762908935547,3.96734619140625
Bus Tabrak Pemotor Hingga Meninggal di Sragen,0,1,5.1272265911102295,13.127220153808594,3.96734619140625
IHSG Diprediksi 6.650 hingga Akhir Tahun,0,1,5.2864110469818115,13.136882781982422,3.96734619140625
Ratusan Mahasiswa Surabaya Dukung Revisi UU KPK,0,0,5.971968412399292,12.510009765625,3.96734619140625
"Fakta Unik Member NCT Dream, Ada Si Perusak dan Tukang Tidur",1,1,5.264606714248657,12.063465118408203,3.96734619140625
"Ilmuwan Mendeteksi Suara Lubang Hitam, Sejalan Teori Einstein",0,0,5.644343137741089,12.059593200683594,3.96734619140625
Digital Inklusif lewat Startup Bisa Atasi Permasalahan Ketimpangan Ekonomi di Jabar,0,0,5.793557167053223,12.061641693115234,3.96734619140625
Penyakit ISPA Akibat Kabut Asap Serang 16.000 Warga Kota Jambi,0,1,5.263563871383667,12.060474395751953,3.96734619140625
"Furry Setya Ternyata Sempat Ditolak Saat 'Tembak' Dwinda Ratna, Ini Ucapan yang Diterima 'Mas Pur'",1,1,5.391445875167847,12.070785522460938,3.96734619140625
Inikah Sosok Nissan X-Trail Masa Depan Lebih Kencang dari Tesla,1,1,5.3640077114105225,12.069679260253906,3.96734619140625
"Bocah Tewas Diduga Dibuly, Sang Ibu Ungkap Keinginan Terakhir Anaknya: Belum Sempat Dimainkan",1,1,5.352648019790649,12.076408386230469,3.96734619140625
Prosinecki Batalkan Mundur dari Timnas Bosnia,0,0,5.593176364898682,12.080638885498047,3.96734619140625
Binotto Puji Strategi Ferrari di GP Italia,0,0,5.579612970352173,12.084632873535156,3.96734619140625
"SuperM Pilih Member Paling Seksi Sampai Terlucu, Baekhyun Lagi-Lagi Bikin Ngakak",1,1,5.2552947998046875,12.086292266845703,3.96734619140625
"Viral Ayah Marahi Anaknya yang Ikut Demo, Tuai Pro dan Kontra",1,1,5.279860258102417,12.082881927490234,3.96734619140625
Polda Riau Bongkar Perdagangan Manusia Melalui Medsos,0,1,5.294940710067749,12.085250854492188,3.96734619140625
RUU Pertanahan: 2 Kementerian Belum Sepakat Pendaftaran Tanah,0,0,6.09768533706665,12.097515106201172,3.96734619140625
"Peringati Tahun Baru Islam, Banyuwangi Kembali Gelar Festival Muharam",0,0,6.167064666748047,12.12319564819336,3.96734619140625
Cita Citata Ngamuk Dicap Artis Sombong Gara-Gara Tolak Foto Bareng Fans,1,1,5.423162937164307,12.205673217773438,3.96734619140625
Klasemen Liga Italia Pekan Ketiga: Inter Milan Tak Terbendung,0,0,5.643121957778931,12.23935317993164,3.96734619140625
China Open 2019: Kevin/Marcus dan Fajar/Rian ke Perempat Final,0,0,5.757936477661133,12.240577697753906,3.96734619140625
TNI AU Evakuasi 14 Korban dan Pengungsi Pascarusuh di Wamena,0,0,5.7826995849609375,12.237781524658203,3.96734619140625
"Sinopsis Sinetron 'ANAK LANGIT' Tayang Selasa, 8 Mei 2019",0,0,5.801525831222534,12.237728118896484,3.96734619140625
"Viral Video Xanana Gusmao Cium Kening BJ Habibie, Begini Kisahnya",1,1,5.305221796035767,12.230720520019531,3.96734619140625
Kementan Kawal Penyaluran Pupuk Bersubsidi,0,0,5.671584367752075,12.229923248291016,3.96734619140625
"Dugaan Korupsi KPU Rp 12T Dilaporkan ke KPK, Begini Rinciannya!",1,1,5.3122642040252686,12.230632781982422,3.96734619140625
Daftar 23 Pemain Timnas U-16 untuk Kualifikasi Piala AFC U-16,0,0,5.8617165088653564,12.233280181884766,3.96734619140625
Si Cantik Kartika Berliana Siap Begadang Kawal Liga Champions dan Liga Europa di Vidio,1,1,5.320384979248047,12.228252410888672,3.96734619140625
"Direkam Seorang Buron Pengedar Narkoba, Video Ini Ungkap Sebab Kecelakaan Innova vs Bus Mira",1,1,5.300555467605591,12.234172821044922,3.96734619140625
Masyarakat Peduli Hukum Gelar Aksi Dukung Revisi UU KPK di Depan Istana,0,0,5.79613995552063,12.23251724243164,3.96734619140625
Begini Kronologi Pelemparan Bus Persib Bandung ,1,0,5.655632972717285,12.233062744140625,3.96734619140625
"Video Adegan yang Dihapus dari Versi Asli 'AVENGERS: ENDGAME', Masih Bikin Nangis",1,1,5.351953029632568,12.233688354492188,3.96734619140625
"Iis Dahlia Kehilangan Uang Ratusan Juta, Hamish Daud Bagikan Foto Ngemong Zalina-Topik Pagi",1,1,5.338065147399902,12.223831176757812,3.96734619140625
"Gempa M5,6 Melanda Melonguane Sulut, Tidak Berpotensi Tsunami",0,0,5.74871301651001,12.22396469116211,3.96734619140625
Mahasiswa UMM Kampanyekan Diet Plastik,0,1,5.100588083267212,12.224601745605469,3.96734619140625
"Nusuk Banget! ""Protes mulu, sudah ngapain aja kamu buat negara ini?""",1,1,5.279856443405151,12.227043151855469,3.96734619140625
"Kuliah di London, El Rumi Sudah Nyoblos Duluan!",1,1,5.1080567836761475,12.22983169555664,3.96734619140625
"Dari Niki hingga DEWA 19, Lineup #WOWConcert Siap Maksimalkan Music Experience Kamu",0,0,5.7460126876831055,12.232891082763672,3.96734619140625
Ini Alasan Mkhitaryan Tinggalkan Arsenal,1,0,5.6064558029174805,12.22879409790039,3.96734619140625
"DJ Katty Butterfly Kabarkan Sang Ibunda Sakit, Wajah Cantik Adik Curi Perhatian",1,1,5.299073934555054,12.22623062133789,3.96734619140625
Korban Kecelakaan Nganjuk-Madiun Buronan Kasus Pil Koplo,0,1,5.2620768547058105,12.225727081298828,3.96734619140625
"Ada Gilang Dirga Show di JICOMFEST 2019, Siapa Lagi yang Melucu di Hari Pertama?",1,1,5.262377738952637,12.218353271484375,3.96734619140625
Resep Tum Ayam Khas Bali,0,0,5.605112314224243,12.220558166503906,3.96734619140625
"Soal Revisi UU KPK, 5 Warga Jakarta Ini Kompak: Tidak Setuju!",1,1,5.307980537414551,12.207084655761719,3.96734619140625
M Nuh Sebut BJ Habibie Mulai Responsif,0,0,5.681994915008545,12.208251953125,3.96734619140625
Organisasi Insinyur ASEAN Beri Penghargaan untuk Presiden,0,0,5.6467976570129395,12.200275421142578,3.96734619140625
De Bruyne Motori Belgia Bekuk Skotlandia 4-0 ,0,0,5.632840156555176,12.193595886230469,3.96734619140625
"Saham Perusahaan Rokok Tumbang, Bagaimana IHSG Hari Ini?   ",1,1,5.267417669296265,12.188671112060547,3.96734619140625
Taqy Malik Mantan Salmafina Sunan Kembangkan Bisnisnya Dari Saffron Sampai Peternakan,0,0,5.79484224319458,12.203262329101562,3.96734619140625
"Karhutla Meluas, DPR: Pemerintah Harus Berani Buka Data Perusahaan Nakal",0,1,5.2516021728515625,12.207801818847656,3.96734619140625
Kemenkeu Izinkan Dana Reboisasi Dipakai Mengatasi Kebakaran Hutan,0,0,5.732933044433594,12.203937530517578,3.96734619140625
Manchester City Punya Skuat Termahal di Eropa,0,0,5.669546842575073,12.205604553222656,3.96734619140625
Ledakan Tabung Gas Hanguskan Komplek Perumahan TNI 121 Kebun Lada,0,1,5.280597686767578,12.195423126220703,3.96734619140625
Telkomsel Belum Pastikan Penggantian Paket Internet di Papua,0,0,5.714128732681274,12.195240020751953,3.96734619140625
BUMN akan Revitalisasi Objek Wisata Ranupani,0,0,5.621222972869873,12.19472885131836,3.96734619140625
"Di Balik Cantiknya Syahrini Saat Manggung, MUA Cuma Memoles Area Mata",0,1,5.327401399612427,12.189285278320312,3.96734619140625
"Unggah Foto Makan Pisang, Vanessa Angel Panen Hujatan",0,1,5.131250619888306,12.189529418945312,3.96734619140625
"Despacito dan Senorita Booming, Novita Dewi Nyanyikan Lagu Bernuansa Latin",1,1,5.225515127182007,12.18533706665039,3.96734619140625
"Tiga Asteroid Melintas Kemarin dan Pagi Ini, Bagaimana Dampaknya untuk Bumi?",1,1,5.266787528991699,12.184768676757812,3.96734619140625
"#SurabayaMenggugat Jadi Trending Topic, Polisi Terjunkan 2.000 Pasukan Gabungan",0,1,5.262877702713013,12.182209014892578,3.96734619140625
Inilah iPhone yang Paling Laris di Semester Pertama 2019,1,0,5.762876749038696,12.186077117919922,3.96734619140625
"'SPRING', Lagu Baru Park Bom Yang Rajai Tangga Lagu Dunia",0,1,5.249472141265869,12.185489654541016,3.96734619140625
Pejabat Kehutanan Meninggal Saat Presentasi di Rapat dengan Menhub,0,0,5.812148809432983,12.185546875,3.96734619140625
"7 Foto Balita Baekhyun EXO, Bukti Dari Kecil Sudah Punya Aura Seorang Idol",1,1,5.284614324569702,12.185150146484375,3.96734619140625
Tanggapan Jokowi Usai Menpora Ditetapkan Sebagai Tersangka oleh KPK,1,1,5.277559518814087,12.181564331054688,3.96734619140625
PAN Beberkan Janji-Janji Anies Baswedan yang Belum Terlaksana,1,1,5.417975425720215,12.215103149414062,3.96734619140625
"Diselimuti Kabut Asap, 7 Penerbangan di Bandara Syamsuddin Noor Banjarmasin ""Delay""",0,1,5.28899621963501,12.221912384033203,3.96734619140625
Bea Cukai Meulaboh Amankan 200 Ribu Batang Rokok Ilegal,0,0,5.777789831161499,12.216079711914062,3.96734619140625
"7 Fakta Madam Shim, Wanita Berpengaruh Dicurigai Dalang Kasus Jang Ja Yeon & Seungri",1,1,5.266230344772339,12.218135833740234,3.96734619140625
"Melonjak Nyaris 12 Kali Lipat, Perdagangan Saham PICO Dihentikan Sementara",0,1,5.498331785202026,12.285102844238281,3.96734619140625
Bamsoet: Perbedaan Pandangan Politik Jangan Putus Tali Silaturahmi,0,0,5.891928672790527,12.291934967041016,3.96734619140625
Antropolog untuk Indonesia Tolak Pelemahan KPK,0,0,5.6814494132995605,12.300567626953125,3.96734619140625
"Habibie Wafat, Wagub Sumbar: Indonesia Kehilangan Negarawan ",0,0,5.734583616256714,12.273727416992188,3.96734619140625
"Kasus Mafia Migas Eks Bos Petral, KPK Sudah Geledah 5 Lokasi",0,1,5.3882529735565186,12.258186340332031,3.96734619140625
"Honey Moon ke Swiss, Reino Barack Kunjungi Pabrik Pembuatan Jam Mewah",0,0,5.83514142036438,12.424152374267578,3.96734619140625
Preview Timnas U-16 vs Kepulauan Mariana Utara Hari Ini,0,0,5.7259581089019775,12.41851806640625,3.96734619140625
"Viral Paskibra Yatim Digantikan Anak Pejabat, Bupati : Anak Saya Luar Biasa...",1,1,5.345808744430542,12.422786712646484,3.96734619140625
Warga Tiga Desa Dikerahkan Atasi Kebakaran Lahan di Kebun Raya Sriwijaya ,0,0,5.75974178314209,12.389896392822266,3.96734619140625
Lifter Indonesia Asah Kekuatan Jelang SEA Games,0,0,5.812162637710571,12.432746887207031,3.96734619140625
Demokrat Setuju Wacana Pembangunan Istana Presiden di Papua ,0,0,5.6806371212005615,12.536979675292969,3.96734619140625
"Iqbaal Ramadhan Beber Alasan Pernah Potong Botak, Dandanan Nyentrik Malah Bikin Salfok",1,1,5.2700371742248535,12.53289794921875,3.96734619140625
Liga 2: Peluang Persiba Balikpapan Lolos Babak 8 Besar Kian Tipis,0,1,5.354820489883423,12.502983093261719,3.96734619140625
Eks Ajudan: Saya Malu Melihat Habibie-Ainun Seperti Pengantin Baru,1,1,5.332869291305542,12.49456787109375,3.96734619140625
V BTS Ternyata Pernah Dekati dan Minta Nomor Ponsel Artis Veteran Ini,1,1,5.336063623428345,12.486209869384766,3.96734619140625
Eks Bupati Bangkalan Fuad Amin Meninggal,0,0,5.742535352706909,12.455497741699219,3.96734619140625
Kendaraan Tambang Diminta Gunakan B20,0,0,5.637944221496582,12.455757141113281,3.96734619140625
Suharso: Habibie Sudah Gerakkan Mata dan Panggil Orang,0,0,5.7002623081207275,12.454666137695312,3.96734619140625
Massa Rusuh karena Merasa Dihalangi Bertemu Pimpinan KPK,0,1,5.30903959274292,12.443073272705078,3.96734619140625
 Bea Cukai Rangkul Akuntan Indonesia Tangani Proses Bisnis Lintas Negara,0,0,5.993317604064941,12.494659423828125,3.96734619140625
Warning!!! Nunggak BPJS Kesehatan Bakal Nggak Diakui sebagai Warga Negara Indonesia,1,1,5.3313329219818115,12.49460220336914,3.96734619140625
"Mana yang Benar, 4 atau 5 Destinasi Super Prioritas?",1,1,5.15957236289978,12.395587921142578,3.96734619140625
Atalia Praratya Apresiasi Program Pencanangan Aksi Gerakan Indonesia Bersih,0,0,5.847492933273315,12.375125885009766,3.96734619140625
"Serahkan Formulir Balon Wali Kota, Sekda Tangsel Tak Izin Airin",0,1,5.334444999694824,12.363346099853516,3.96734619140625
Pertamina Borong Penghargaan Kompetisi Inovasi di Turki,0,0,5.66027045249939,12.367256164550781,3.96734619140625
"Agar Selalu Terlihat Rapi, Hindari 5 Penyebab Rambut Kusut",1,0,5.81440544128418,12.363929748535156,3.96734619140625
Kemendikbud: Film Gundala Menginspirasi dan Menggugah,0,0,5.627920866012573,12.365283966064453,3.96734619140625
"Iuran BPJS Naik, RS Diminta Siapkan Ruang Rawat yang Cukup",0,0,6.121267318725586,12.497726440429688,3.96734619140625
UEA Susul Saudi Gabung Koalisi Maritim Bentukan AS,0,0,5.717172145843506,12.595367431640625,3.96734619140625
"Suka Menggantungkan Tas di Lengan, Seperti Ini Kepribadianmu!",1,1,5.733552932739258,12.962661743164062,3.96734619140625
"Pesta Miras di Kosan, 9 Muda-Mudi Diamankan Polisi",0,1,5.400202512741089,13.014636993408203,3.96734619140625
"Gempa M5,3 Guncang Papua Barat, Tak Berpotensi Tsunami",0,0,5.792690753936768,13.074844360351562,3.96734619140625
Polisi Pasang Police Line di Lahan yang Tanahnya Keluarkan Api,0,1,5.284957408905029,13.074012756347656,3.96734619140625
Ini Tiga Sikap Jokowi Soal Revisi UU KPK,1,0,5.60443902015686,13.100372314453125,3.96734619140625
Transjakarta Ringsek Tabrak Separator ,0,1,5.141843795776367,13.108261108398438,3.96734619140625
Hotel Riau Akan Tampung Warga Terkena Dampak Kebakaran Hutan,0,0,5.714101791381836,13.0897216796875,3.96734619140625
"Kim Go Eun Resmi Jadi Lawan Main Lee Min Ho, Perankan Dua Karakter",0,0,5.782727003097534,13.073211669921875,3.96734619140625
"Mahasiswa Universitas Al-Azhar Faisal Amir Dianiaya Polisi, Sang Ibu Lapor Ke Komnas HAM",0,0,5.703876733779907,13.086956024169922,3.96734619140625
Museum Sejarah Bentoel Bukan Cagar Budaya dan Tidak Termasuk Kategori Museum,0,1,5.227632522583008,13.091560363769531,3.96734619140625
"Honda Genio Gunakan Rangka Baru, Apa Kelebihannya?",1,0,5.869373798370361,13.096168518066406,3.96734619140625
"7 Tips Belanja Online dengan Aman Agar Terhindar dari Penipuan, Hati-Hati Sebelum Membeli!",1,0,6.212597131729126,13.123157501220703,3.96734619140625
Lima Lapangan dan Akses Jalan Menuju GBT Dibenahi Standar FIFA,0,0,5.708655834197998,13.107620239257812,3.96734619140625
"Massa Masih Bertahan, Kapolres Jakbar Temui Tokoh Warga di Slipi",0,0,5.721404790878296,13.09698486328125,3.96734619140625
Kriss Hatta Ternyata Pacari Wanita Cantik Ini Tapi Terancam Putus Gara-Gara Dipenjara?,1,1,5.570904493331909,13.176727294921875,3.96734619140625
"Saat 10 Capim KPK ""Dikunci"" dengan Surat Bermeterai Ini...",1,1,5.334918260574341,13.196338653564453,3.96734619140625
Liga 1: Teco dan Melvin Platje Bicara Peluang Bali United Juara,0,0,5.830299615859985,13.205638885498047,3.96734619140625
Redmi K20 Pro Exclusive Edition dengan ROM 512 GB Datangi Pasar Besok,0,0,5.793550968170166,13.205886840820312,3.96734619140625
Anies Baswedan Sebut Ada 210 Orang Dilarikan ke RS Pasca Demo Mahasiswa di DPR,0,0,5.871696710586548,13.21038818359375,3.96734619140625
Projo Soal Revisi UU KPK: Tidak Ada Wewenang KPK yang Dikurangi,0,0,5.929340839385986,13.213142395019531,3.96734619140625
Pemahaman Pengusaha Soal IPO Masih Rendah,0,0,5.601794004440308,13.170551300048828,3.96734619140625
" Nagita Slavina Terlalu Sering Pakai Barang Mewah, Harga Sandal Karet Segini Dibilang Murah",1,1,5.220486640930176,13.140876770019531,3.96734619140625
"Prilly Latuconsina Pernah Kerasukan Saat Syuting 'Danur 3: Sunyaruri', Akui Malah Ketagihan ",1,1,5.26559591293335,13.138229370117188,3.96734619140625
GM Tractors Optimis Penjualan Naik hingga 20% Tahun Ini,0,0,5.989991188049316,13.042854309082031,3.96734619140625
Wagub Jabar: Pasar Modal Syariah Harus Gandeng Kiai ,0,1,5.250513076782227,13.04007339477539,3.96734619140625
Mendikbud Minta Guru di Daerah Asap Tetap Bimbing Siswa,0,0,5.8105034828186035,13.051681518554688,3.96734619140625
"Menebak Kepribadian lewat Batu Permata, Kamu Sebening Berlian atau Segelap Kecubung?",1,1,5.520999908447266,13.092033386230469,3.96734619140625
"Bersabarlah, Ini 10 Tanda Pasangan Selingkuh di Belakangmu",1,1,5.3805224895477295,13.09426498413086,3.96734619140625
"As Roda Bermasalah, Penjualan Jeep Gladiator Disetop Sementara",0,1,5.497904062271118,13.229591369628906,3.96734619140625
"Barbie Kumalasari Tak Penuhi Pemeriksaan Kepolisian, Begini Penjelasan Pengacaranya",1,1,5.2454833984375,13.225410461425781,3.96734619140625
Jasa Marga-Polda Metro Jaya Akan Pasang Kamera ETLE di Tol,0,0,5.7148284912109375,13.215950012207031,3.96734619140625
"Daftar Top Skor Liga Inggris, Tammy Abraham Samai Aguero",1,0,5.607816696166992,13.2225341796875,3.96734619140625
"Viral Selfie di Makam BJ Habibie, Bagaimana Hukumnya dalam Islam?",1,1,5.271754264831543,13.196475982666016,3.96734619140625
Bianca Andreescu Jadi Nama Jalan di Kota Kelahirannya,0,0,5.60167932510376,13.189704895019531,3.96734619140625
KPK Panggil Sekretaris Direktur Pemasaran PTPN III di Kasus Distribusi Gula,0,0,5.738146543502808,13.187023162841797,3.96734619140625
"Menteri Rini Rombak Lagi Direksi BUMN, Verdi Budidarmo Jadi Dirut Kimia Farma",0,0,5.742931127548218,13.197589874267578,3.96734619140625
Jokowi Terima Penghargaan dari Organisasi Insinyur se-ASEAN,0,0,5.650938987731934,13.187469482421875,3.96734619140625
Pimpinan KPK Akan Lantik Dua Pejabat Baru,0,0,5.6324098110198975,13.205829620361328,3.96734619140625
Viral Bayi Perempuan Ini Diberi Kopi karena Orangtua Tak Mampu Beli Susu,1,1,5.261446714401245,13.206535339355469,3.96734619140625
Luhut Pandjaitan Bantah Industri Tekstil Tertekan,0,0,5.673747301101685,13.193672180175781,3.96734619140625
"Kang Daniel Ajukan Penangguhan Kontrak, Lawan Agensi di Pengadilan",0,0,5.744564056396484,13.188892364501953,3.96734619140625
Hilangnya Independensi PB PMII,0,1,5.157629728317261,13.193565368652344,3.96734619140625
Kapolri dan Panglima TNI Datangi Lokasi Rusuh di Slipi,0,0,5.769564628601074,13.181915283203125,3.96734619140625
