text,actual,predicted,latency_sec,ram_gb,vram_gb,prompt_tokens,completion_tokens
"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",Sadness,Sadness,1.5479934215545654,11.278926849365234,0.0,1175,17
balonnya kecil sekali ga sesuai gambar..ga bagus kualitas..ketipu dr gambar nya..kecewa,Sadness,Sadness,1.4548048973083496,11.231925964355469,0.0,1168,17
Batre tidak sesuai ukuran dan tidak ada nano receiver.,Sadness,Fear,0.9789018630981445,11.230266571044922,0.0,1156,16
"overpriced.. analisanya kurang dalam. kualitas hard cover kurang bagus, .masa begitu sampe lgsg penyok",Sadness,Fear,1.076742172241211,11.229522705078125,0.0,1169,16
boros batre,Sadness,Fear,1.1103160381317139,11.226573944091797,0.0,1150,16
yg micro ini sering rusak coba di tingkatkn lg kualitasnya,Sadness,Fear,0.8931703567504883,11.234474182128906,0.0,1159,16
sambungannya tidak rapih..,Sadness,Fear,1.610745906829834,11.233322143554688,0.0,1154,16
"Barang sampai dengan selamat, mic berfungsi tapi emang kualitasnya tidak sampai bisa meredam suara di sekitar",Sadness,Fear,0.9335639476776123,11.237228393554688,0.0,1169,16
kurang bagus,Sadness,Sadness,0.9580385684967041,11.231536865234375,0.0,1149,17
model lumayan kren tapi kecewa di batre senternya hnya bertahan skitar 3 jam aja.,Sadness,Sadness,1.0700643062591553,11.235424041748047,0.0,1169,17
tidak berfugsi,Sadness,Fear,1.0313537120819092,11.228042602539062,0.0,1152,16
Baru seminggu pemakaian sudah tidak bisa nyala sebelah,Sadness,Sadness,0.9607036113739014,11.232288360595703,0.0,1161,17
"Barang gak berfungsi, kalo mau dikirim cek dulu bos senter gak hidup udah di cas seharian, packing juga tidak bagus jadi bungkusnya ada yg pecah",Sadness,Anger,0.9857966899871826,11.232254028320312,0.0,1183,17
barang dikrm beda dgn yg pesan,Sadness,Fear,4.108611106872559,11.228012084960938,0.0,1154,16
"Beli 3 barang, hanya dikirim 2. Saat komplain dijanjikan barang akan dikirim yg kurangnya. Ternyata dikembalikan uang. Sangat mengecewakan. Sepertinya tidak mau rugi bayar ongkir lagi,jd barang tdk dikirim.",Sadness,Sadness,1.5797326564788818,11.296119689941406,0.0,1206,17
"Barang yang sampai cacat, tidak ngisi baterai stick nya",Sadness,Sadness,1.284911870956421,11.27737045288086,0.0,1159,17
Sangat kecewa dengan barang yg di terima segel Samsung sudah terbuka katanya dari sananya di dlm plasti segel ada kartu byu sudah di buka segel pelaatiknya yg makin parah layar banyak sidik jari tertinggal baru buka curiga curang tokonya barang mukin di tukar2 sama yg kw seperti Kepala carger kabel dll hati2 di toko ini harus lebih waspada dan di tanya detail kedua penjelasan juga gak bisa selalu bilang gak tau Kaka dari sana dari sana kalo dari Samsung asli sesuai pembicaraan buat apa Samsung buat segel bahkan ada tulisan jangan terima segel rusak kurang baik pokonya toko ini ngerasa barang bekas,Sadness,Anger,1.0664920806884766,11.284812927246094,0.0,1291,17
Paking tidak rapih jebol,Sadness,Fear,1.5760300159454346,11.288848876953125,0.0,1153,16
Ada kekecewaan ketika lihat brg datang.....Aq pikir barang beda dgn Fishing pen yg ada dipasaran tp ternyata sma saja mlah ini meragukan ketahanannya.......lihat fto komentar smua typenya sma tp yg dikirim ke Aq mlah beda.,Sadness,Fear,1.0479817390441895,11.291587829589844,0.0,1203,16
"kecewa dengan pelayanan toko ini, Dan nyesal denga toko ini, paket lama datang, dah itu paket tidak sampai di tempat tujuan. kalau boleh saya sarankan kepada pembeli lainnya, jangan pesan lagi deh ,barang disini, mereka tidak bertanggung jawab,",Sadness,Anger,1.1802239418029785,11.29397201538086,0.0,1202,17
"barang dibungkus pakai bubblewarp, trs pecah gatau dari jasa kirimnya atau pengemasannya, selain itu jasa kirimnya lama bgt asli, lumayan kecewa",Sadness,Sadness,1.134430170059204,11.277214050292969,0.0,1185,17
ujung buku rusak.. padahal sudah mahal beli buku import,Sadness,Sadness,1.3365988731384277,11.276687622070312,0.0,1159,17
"baru pakai beberapa kali, sponnya terpisah jadi 3, lemnya tidak bagus",Sadness,Sadness,1.2102417945861816,11.27590560913086,0.0,1166,17
ukurannya tidak sesuai..pesan 5x7 dikirim 4x6,Sadness,Sadness,1.0206677913665771,11.239105224609375,0.0,1163,17
Suaranya gk bs bersih. Ada noise. Hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.,Sadness,Fear,1.1649165153503418,11.238105773925781,0.0,1175,16
Padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver ? Kalo ada mau pesen balo gold sama silvernya aja 10 pcs. Yang dateng warna warni kayak gini. Sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa,Sadness,Sadness,1.0863990783691406,11.238037109375,0.0,1220,17
"belom 1 bulan udah gak nyala, baterai udah diganti tetap saja gak nyala. kecewa, udah 2x di kerjain logitech",Sadness,Sadness,1.6913597583770752,11.23861312866211,0.0,1183,17
"Packing kurang rapih, pinggir buku menjadi rusak",Sadness,Fear,1.5937416553497314,11.237541198730469,0.0,1157,16
Bahan sangat mudah bengkok pdhl hanya sepatu & sambungan mudah lepas.,Sadness,Fear,1.5984089374542236,11.237991333007812,0.0,1163,16
infra red nya jelek suka mental ke mana2,Sadness,Fear,1.0243823528289795,11.238700866699219,0.0,1156,16
lambat,Sadness,Sadness,1.090358018875122,11.237350463867188,0.0,1149,17
tipis bgt,Sadness,Fear,1.666581630706787,11.235107421875,0.0,1150,16
"kecewa sekali ada 10 lembar warnanya beda memang sekilas bentuk dan motif sama tpi saat mau dipasang beda sekali, rate barang 8/10 rate penjual 4/10",Sadness,Sadness,1.3865313529968262,11.233291625976562,0.0,1187,17
kacamata sangat rentan. dipakai sekali patah. karena bagian karet dengan plastiknya menempel dengan kaitan kecil saja. sehingga mudah patah ..,Sadness,Fear,1.0593175888061523,11.234294891357422,0.0,1179,16
"Packing tdk ada, sudah tau pengiriman jauh tp tdk dilapisi pelindung. Sisi2 sudut barang rusak",Sadness,Sadness,0.9869589805603027,11.234893798828125,0.0,1174,17
kecewa bagt. barang yg di kirim tidak sesuai. masih kurang 3 lagi. padahal uda langganan ko malah kecewain gitu...uda komplin ko malah ga respon ya..,Sadness,Sadness,1.155388355255127,11.233840942382812,0.0,1188,17
saya sangat kecewa belanja di toko ini. respon penjual cuek. tanggapan lama. begitu datang barang tumpah basah. satu minggu baru datang. tidak tau di kirim nya lama atau di pengiriman nya lama.,Sadness,Sadness,1.080526351928711,11.30963134765625,0.0,1195,17
wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,Fear,Anger,1.071406602859497,11.293315887451172,0.0,1205,17
"mohon maaf dikasih rating segini, karena barang yg dikirim tidak sesuai dan tidak ada follow up untuk penggantian barang, semoga kedepan dapat ditindak lanjuti, terima kasih banyak sebelumnya",Fear,Sadness,0.913499116897583,11.293289184570312,0.0,1192,17
"pembelian ke 2 beda 10 hari aja, kenapa pelet maxi nya beda ya, lebih kecil2 dr biasanya dan warna lebih gelap. aroma juga beda.",Fear,Fear,1.6112534999847412,11.291297912597656,0.0,1181,16
Barangnya ga ada,Fear,Sadness,1.099118709564209,11.29208755493164,0.0,1150,17
"Bahan plastiknya tdk stretch, kaku dan tidak bagus aluas tdk bs melekat spt plastiknya stretch biasanya, not recommended",Fear,Fear,1.089287519454956,11.292762756347656,0.0,1175,16
"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.",Fear,Anger,1.4888596534729004,11.291717529296875,0.0,1172,17
PO udah sebulan gak sampai cm d kirim voucher dan di janjikan minggu k 3 bulan juni di kirim .. cuman sampe skrg udh akhir bulan juni blm terima juga � di chat gak balas???,Fear,Anger,1.1363484859466553,11.291393280029297,0.0,1196,17
"Pengirimannya sih cepat, tapi barangnya bruntusan gitu. Teman saya juga beli drum pad bahan karet dari malang tapi alus kok, ini yg saya beli malah bruntusan begitu. Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. Tdk sesuai foto yg di pajang oleh penjual.",Fear,Fear,0.9748227596282959,11.291976928710938,0.0,1216,16
kemasan hancurrr pecah berantakan... ga jadi kepakai... ssmoga kedepannya lebih safety lagi packingnya...,Fear,Sadness,1.040759563446045,10.738197326660156,0.0,1174,17
pengiriman pertama sudah expired. barang diganti baru tp expired nya terlalu mepet (jarak 3 bulan ke tanggal expired). seharusnya dicek dulu sebelum dikirim ke pembeli.,Fear,Fear,0.9939115047454834,10.733085632324219,0.0,1185,16
tidak sesuai,Fear,Fear,1.457237958908081,10.738746643066406,0.0,1149,16
"Miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,",Fear,Anger,1.018904685974121,10.739994049072266,0.0,1252,17
barang datang tidak lengkap. yidak akan pernah belanja lagi di toko remi loreal,Fear,Anger,1.0115470886230469,10.741348266601562,0.0,1164,17
Hari ini baru terpasang. Ternyata ada satu palang yg ukuran pendek cacat..bengkok dan cedok bekas besi ditekuk..akhirnya saya pindah posisi palang tersebut dibagian tengah dalam..secara keseluruhan barang baik. Mungkin perlu ditingkatkan QC nya saja.,Fear,Fear,1.1233904361724854,10.742023468017578,0.0,1211,16
"Admin toko ini tdk punya sopan santun, bukannya cari solusi msalah, ini malah emosional dan hina pembeli. , gk pnya etika dan gk sekolah x, ,",Fear,Anger,1.6321969032287598,10.74643325805664,0.0,1187,17
gk ada plat besinya...cm ada label merk bahan,Fear,Fear,1.0721235275268555,10.777130126953125,0.0,1158,16
Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,Fear,Fear,1.15376877784729,10.821285247802734,0.0,1189,16
"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",Fear,Sadness,1.7447559833526611,10.82046127319336,0.0,1191,17
"barangnya gak sesuai gambar, biasa aja, pantes hrg murah",Fear,Fear,1.0440020561218262,10.811893463134766,0.0,1160,16
"kartu tidak terdeteksi jadi jam gk cocok, sudah coba2 cari di yutube tutorial tetap gk bisa.... akhirnya nyesel deh beli :(",Fear,Sadness,1.0039575099945068,10.816951751708984,0.0,1181,17
Produk nya bocor karena packing nya krg bgs. Dr dus luar nya aja basah sampe ke dlm. Isi botol habis stengah nya. Mungkin bisa jadi masukkan buat seller supaya lain kali bisa packing yg lbh aman.,Fear,Sadness,1.5089328289031982,10.90863037109375,0.0,1197,17
"Barang yang dikirimkan tidak sesuai dengan orderan saya, ditanya pihak maxim tidak ada balasan sama sekali hanya dibaca saja. Dari pihak Tokopedia pun sudah dikomplain malah transaksinya selesai dan dananya diteruska ke Maxim. Lalu barang saya yang kurang bagaimana? Tokopedia bilang dichat saja. Pintar sekali jawabannya. Sudah saya komplain kalo penjual tidak merespon. Bobrok sekali sistemnya.",Fear,Anger,1.263054370880127,10.90346908569336,0.0,1236,17
"Koneksi perangkat susah, kalaupun konek seringkali putus, buku petunjuk minim info. Pdhal beli pilihan yg paling mahal. Apa saya saja yg terima barang spt ini?",Fear,Fear,1.041520118713379,10.904670715332031,0.0,1187,16
"tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, Saya beli 2 tetapi lampu Mati satu dan tidak lengkap",Fear,Anger,1.370797872543335,10.903423309326172,0.0,1172,17
barang tidak sampai. tdk ada solusi,Fear,Sadness,1.0342798233032227,10.902565002441406,0.0,1154,17
beli 5 pd gosong semua.??baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.,Fear,Fear,1.512364149093628,10.901138305664062,0.0,1176,16
"bukan soal uangnya ,tapi soal ke amanahannya. kirim barang ada yg nggak dikirim(tidak lengkap) bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali. alasan macam2 minta no pesanan dan no resi sudah dikasih tetep aja alesan belibet. salah sendiri kirim brg ngga lengkap. sangat nggak rekomended.",Fear,Anger,1.5447156429290771,10.88467788696289,0.0,1231,17
"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",Fear,Sadness,1.62803316116333,10.886146545410156,0.0,1180,17
"Pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",Fear,Sadness,1.456949234008789,10.897102355957031,0.0,1167,17
"sangat kecewa belanja disini, response sangat lambat,order instant courier di kirim besok nya & sore pula aduuuuh... Official store tapi pelayanan nya kayak gini, its not recomended deh",Fear,Sadness,1.033066749572754,10.845443725585938,0.0,1191,17
"mesin kasar, pelayanan kurang",Fear,Fear,1.0940027236938477,10.84421157836914,0.0,1152,16
packingnya kurang memuaskan,Fear,Fear,1.005108118057251,10.84267807006836,0.0,1152,16
"dipakai untuk mindahin tabung gas 12 kg sangat seret, susah maju karena rodanya tidak jalan, bobot tabung gas terlalu berat..not recommended utk tabung gas 12 kg..mungkin untuk yang lbh ringan bisa lancar rodanya berputar..",Fear,Fear,1.3886282444000244,10.848087310791016,0.0,1204,16
"Sy order 5pcs dikirim cuma 4, Krn weekend senin sy Baru Cek system sdh close, ini penjual penipu Krn ditanya tdk mau jawab padahal dia online",Fear,Anger,1.0504951477050781,10.844818115234375,0.0,1188,17
untuk jepit ke mejanya loss. ga bisa ngunci. sudah di coba dengan SEAL TAPE. tapi terlalu longgar sehingga tidak bisa nge lock. untuk boom arm nya bagus. sayang jadi bingung pakenya karna ga bisa ngelock,Fear,Fear,0.9659349918365479,10.831066131591797,0.0,1201,16
Parah ini toko ga ada tanggung jawab nya,Fear,Anger,1.0457139015197754,10.828353881835938,0.0,1156,17
"Waktu sampai nya lakban Tokopedia di saya sangat lama,ketika saya tanyakan malah di suruh komplain,pelayanan nya buruk,admin yang bagian chatting nya sangat buruk dalam melayani Customer",Fear,Anger,1.5675523281097412,10.826515197753906,0.0,1187,17
Ternyata tidak sesuai. Tidak dpat dipakai,Fear,Fear,1.1280474662780762,10.828235626220703,0.0,1157,16
beli 2 dipakai dua hari udah hangus. kapok beli disini. 2 catridge gak sampe seminggu.,Fear,Anger,0.902435302734375,10.831291198730469,0.0,1175,17
"Sudah kuduga kalau beli banyak, pasti ada beberapa yang barangnya dikasih dalam kondisi cacat dan ternyata beneran dong wkwk, yang pecah malah barang di urutan ke 4,9 dari total 24 item yang saya order + kualitas barang ternyata hanya plastik tipis(tidak sesuai perkiraan saya karena yang ditampilkan toko hanya tampilan depan saja) Overall i wouldn�t recommend this to y�all",Fear,Fear,1.1452620029449463,10.817668914794922,0.0,1233,16
"Barang baru diterima dicoba ternyata sudah rusak, masak nasi tidak panas. setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 - 2 minggu dan tidak bisa ganti baru. padahal barang baru datang dicoba sudah rusak. sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota.",Fear,Sadness,1.2516083717346191,10.815322875976562,0.0,1227,17
"bukan dendeng daging sapi asli, semacam campuran",Fear,Fear,0.9908249378204346,10.816909790039062,0.0,1159,16
"beli 10pcs hampir rusak semua bentuknya, dan toko terus berdalih, ya udah utk pelajaran aja utk yg mau beli",Fear,Anger,1.5868945121765137,10.80295181274414,0.0,1175,17
Barangnya tidak seperti barang baru dan tanpa kemasan pabrik.,Fear,Fear,0.9907481670379639,10.723320007324219,0.0,1158,16
Gak sesuai gambar disitu gulanya yg hijau kenapa dikirimnya yang kuning sih beda mereka harganya rasanya juga beda lbh enak yg hijau kenapa begini tokped jd pengguna baru malah nyesel,Fear,Sadness,1.0658438205718994,10.581840515136719,0.0,1196,17
"Fastresp banget, ramah juga, pengirimannya gercep banget, lv. Ada y dikaskh lebih jga dong balonnya. Belum di pompa sih smg gaada yg bocor??",Love,Love,1.0020084381103516,10.581474304199219,0.0,1191,16
"wow wow sangaat praktis euy, tapi emang harganya mayaan sihh, rasanya enak, mantul, bakal repeat order nihh",Love,Love,1.0964078903198242,10.582286834716797,0.0,1179,16
puas banget ????????????????,Love,Love,1.0344276428222656,10.557685852050781,0.0,1153,16
mantaaaaaaaaapppppp pelayanan cepat pengirimannya... top markotop 10 bintang recommended. pagi order malam udah nyampe... luar biasa,Love,Love,1.0396077632904053,10.56039047241211,0.0,1178,16
"Mienya enak Favorit keluarga. Sudah langganan beli mie sedap di toko OS , packing rapi dan dpt bonus. makasih ya????",Love,Love,1.4993560314178467,10.560134887695312,0.0,1181,16
barang bagus..Bahannya adem. Modelnya cantik ??.,Love,Love,1.5158956050872803,10.568485260009766,0.0,1158,16
reoderrrrr,Love,Happy,1.0601873397827148,10.570396423339844,0.0,1151,16
Seller ramah dan fast response. Packaging rapih dan kualitas kaos ok ?? bakal beli lagi ??,Love,Love,1.008612871170044,10.559425354003906,0.0,1166,16
"Produk sesuai, pengiriman cepat, packing aman, recommended seller????",Love,Happy,1.6455597877502441,10.563743591308594,0.0,1159,16
"Instalasi Mudah. pengiriman cpt. respon cpt, trims seller smoga awet. Aamiin sukses selalu, seller & Tokopedia.",Love,Happy,0.9320535659790039,10.567241668701172,0.0,1177,16
"Sudah order yg kedua disini, packingnya rapi, untuk lilin sama tulisan ulang tahun yang rentan patah dimasukkan ke dalam kardus ??pengirimannya juga cepat, semua barang yg dipesan lengkap dan kualitas bagus semua, balon2 ga ada yg bocor, lilin dan tulisan ultah nya juga ga ada yg patah. Anak bungsu saya senaaaaang sekali. Terima kasih banyak ya ??",Love,Love,1.0341484546661377,10.568653106689453,0.0,1236,16
"begitu datang ini langsung dicobain, semua berfungsi baik. saya suka karena mist-nya lembut, dan modelnya itu lho keren banget! puas dan semoga awet. respon, proses, pengiriman toko cepat, dan kemasan aman. terima kasih banyak untuk bonusnya ya",Love,Love,0.9687798023223877,10.566387176513672,0.0,1207,16
"Recommended Seller!! Respon cepat, pengiriman cukup cepat...",Love,Happy,1.1029388904571533,10.5714111328125,0.0,1157,16
jangan lupa gaes diorder toko ini,Love,Happy,0.928123950958252,10.569194793701172,0.0,1155,16
Puas sih.. Recomended bukunya,Love,Happy,1.5296757221221924,10.56808853149414,0.0,1155,16
paaaaas banget ukurannya buat gantiin tempat sampah lama. barang bagus warna cantik. miniso ga pernah ngecewain sihKualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.,Love,Love,1.5051183700561523,10.568962097167969,0.0,1192,16
bagus bgt bukunya. suka. makasih,Love,Love,1.0220062732696533,10.569038391113281,0.0,1158,16
